,index,year,round,pick,player,position,school
0,422,1989,1,1.0,Pervis Ellison,PF,Louisville 
1,423,1989,1,2.0,Danny Ferry,PF,Duke 
2,424,1989,1,3.0,Sean Elliott,SF/SG,Arizona 
3,425,1989,1,4.0,Glen Rice,SF,Michigan 
4,426,1989,1,5.0,J. R. Reid,PF/C,North Carolina 
5,427,1989,1,6.0,Stacey King,C,Oklahoma 
6,428,1989,1,7.0,George McCloud,SG/SF,Florida State 
7,429,1989,1,8.0,Randy White,PF,Louisiana Tech 
8,430,1989,1,9.0,Tom Hammonds,PF/C,Georgia Tech 
9,431,1989,1,10.0,Pooh Richardson,PG,UCLA 
10,432,1989,1,11.0,Nick Anderson,SF/SG,Illinois 
11,433,1989,1,12.0,Mookie Blaylock,PG,Oklahoma 
12,434,1989,1,13.0,Michael Smith,PF,BYU 
13,435,1989,1,14.0,Tim Hardaway*,PG,UTEP 
14,436,1989,1,15.0,Todd Lichti,SG,Stanford 
15,437,1989,1,16.0,Dana Barros,PG,Boston College 
16,438,1989,1,17.0,Shawn Kemp,PF/C,Trinity Valley CC
17,439,1989,1,18.0,B. J. Armstrong,PG,Iowa 
18,440,1989,1,19.0,Kenny Payne,PF,Louisville 
19,441,1989,1,20.0,Jeff Sanders,PF/C,Georgia Southern 
20,442,1989,1,21.0,Blue Edwards,SF/SG,East Carolina 
21,443,1989,1,22.0,Byron Irvin,SG,Missouri 
22,444,1989,1,23.0,Roy Marble,SG/SF,Iowa 
23,445,1989,1,24.0,Anthony Cook,PF/C,Arizona 
24,446,1989,1,25.0,John Morton,PG,Seton Hall 
25,447,1989,1,26.0,Vlade Divac,C,KK Partizan 
26,448,1989,1,27.0,Kenny Battle,PF,Illinois 
27,449,1989,2,28.0,Sherman Douglas,G,Syracuse 
28,450,1989,2,29.0,Dyron Nix,F,Tennessee 
29,451,1989,2,30.0,Frank Kornet,F,Vanderbilt 
30,452,1989,2,31.0,Jeff Martin,G,Murray State 
31,453,1989,2,32.0,Stanley Brundy,F,DePaul 
32,454,1989,2,33.0,Jay Edwards,G,Indiana 
33,455,1989,2,34.0,Gary Leonard,C,Missouri 
34,456,1989,2,35.0,Pat Durham,F,Colorado State 
35,457,1989,2,36.0,Cliff Robinson,PF/C,Connecticut 
36,458,1989,2,37.0,Michael Ansley,F,Alabama 
37,459,1989,2,38.0,Doug West,G/F,Villanova 
38,460,1989,2,39.0,Ed Horton,PF/C,Iowa 
39,461,1989,2,40.0,Dino Rađa,PF,KK Split 
40,462,1989,2,41.0,Doug Roth,C,Tennessee 
41,463,1989,2,42.0,Michael Cutright,SG,McNeese State 
42,464,1989,2,43.0,Chucky Brown,PF,North Carolina State 
43,465,1989,2,44.0,Reggie Cross,PF,Hawaii 
44,466,1989,2,45.0,Scott Haffner,G,Evansville 
45,467,1989,2,46.0,Ricky Blanton,F,LSU 
46,468,1989,2,47.0,Reggie Turner,SF,UAB 
47,469,1989,2,48.0,Junie Lewis,PG,South Alabama 
48,470,1989,2,49.0,Haywoode Workman,G,Oral Roberts 
49,471,1989,2,50.0,Brian Quinnett,F,Washington State 
50,472,1989,2,51.0,Mike Morrison,G,Loyola 
51,473,1989,2,52.0,Greg Grant,G,Trenton State 
52,474,1989,2,53.0,Jeff Hodge,SG,South Alabama 
53,475,1989,2,54.0,Toney Mack,SG,Georgia 
54,476,1990,1,1.0,Derrick Coleman,PF/C,Syracuse
55,477,1990,1,2.0,Gary Payton,PG,Oregon State
56,478,1990,1,3.0,Chris Jackson,PG,LSU
57,479,1990,1,4.0,Dennis Scott,SG/SF,Georgia Tech
58,480,1990,1,5.0,Kendall Gill,SG,Illinois
59,481,1990,1,6.0,Felton Spencer,C,Louisville
60,482,1990,1,7.0,Lionel Simmons,SF,La Salle
61,483,1990,1,8.0,Bo Kimble,SG,Loyola Marymount
62,484,1990,1,9.0,Willie Burton,SG,Minnesota
63,485,1990,1,10.0,Rumeal Robinson,PG,Michigan
64,486,1990,1,11.0,Tyrone Hill,PF,Xavier
65,487,1990,1,12.0,Alec Kessler,PF,Georgia
66,488,1990,1,13.0,Loy Vaught,PF,Michigan
67,489,1990,1,14.0,Travis Mays,PG,Texas
68,490,1990,1,15.0,Dave Jamerson,SG,Ohio
69,491,1990,1,16.0,Terry Mills,SF,Michigan
70,492,1990,1,17.0,Jerrod Mustaf,F/C,Maryland
71,493,1990,1,18.0,Duane Causwell,C,Temple
72,494,1990,1,19.0,Dee Brown,SG,Jacksonville
73,495,1990,1,20.0,Gerald Glass,SF/SG,Ole Miss
74,496,1990,1,21.0,Jayson Williams,PF/C,St. John's
75,497,1990,1,22.0,Tate George,SG,Connecticut
76,498,1990,1,23.0,Anthony Bonner,PF/SF,Saint Louis
77,499,1990,1,24.0,Dwayne Schintzius,C,Florida
78,500,1990,1,25.0,Alaa Abdelnaby,PF,Duke
79,501,1990,1,26.0,Lance Blanks,PG/SG,Texas
80,502,1990,1,27.0,Elden Campbell,PF/C,Clemson
81,503,1990,2,28.0,Les Jepsen,C,Iowa
82,504,1990,2,29.0,Toni Kukoč,SF,KK Split 
83,505,1990,2,30.0,Carl Herrera,PF,Houston
84,506,1990,2,31.0,Negele Knight,G,Dayton
85,507,1990,2,32.0,Brian Oliver,G,Georgia Tech
86,508,1990,2,33.0,Walter Palmer,C/F,Dartmouth
87,509,1990,2,34.0,Kevin Pritchard,G,Kansas
88,510,1990,2,35.0,Greg Foster,F/C,UTEP
89,511,1990,2,36.0,Trevor Wilson,F,UCLA
90,512,1990,2,37.0,A.J. English,G,Virginia Union
91,513,1990,2,38.0,Jud Buechler,F/G,Arizona
92,514,1990,2,39.0,Steve Scheffler,C/F,Purdue
93,515,1990,2,40.0,Bimbo Coles,G,Virginia Tech
94,516,1990,2,41.0,Steve Bardo,G,Illinois
95,517,1990,2,42.0,Marcus Liberty,F,Illinois
96,518,1990,2,43.0,Tony Massenburg,F,Maryland
97,519,1990,2,44.0,Steve Henson,G,Kansas State
98,520,1990,2,45.0,Antonio Davis,F/C,UTEP
99,521,1990,2,46.0,Kenny Williams,F,Elizabeth City State
100,522,1990,2,47.0,Derek Strong,F,Xavier
101,523,1990,2,48.0,Cedric Ceballos,F,Cal State Fullerton
102,524,1990,2,49.0,Phil Henderson,SG,Duke
103,525,1990,2,50.0,Miloš Babić,C,Tennessee Tech
104,526,1990,2,51.0,Tony Smith,G,Marquette
105,527,1990,2,52.0,Stefano Rusconi,PF/C,Ranger Varese 
106,528,1990,2,53.0,Abdul Shamsid-Deen,C,Providence
107,529,1990,2,54.0,Sean Higgins,G/F,Michigan
108,530,1991,1,1.0,"Johnson, Larry",PF,UNLV
109,531,1991,1,2.0,"Anderson, Kenny",PG,Georgia Tech
110,532,1991,1,3.0,"Owens, Billy",SF,Syracuse
111,533,1991,1,4.0,"Mutombo, Dikembe",C,Georgetown
112,534,1991,1,5.0,"Smith, Steve",SG,Michigan State
113,535,1991,1,6.0,"Smith, Doug",PF,Missouri
114,536,1991,1,7.0,"Longley, Luc",C,New Mexico
115,537,1991,1,8.0,"Macon, Mark",SG,Temple
116,538,1991,1,9.0,Stacey Augmon,SG/SF,UNLV
117,539,1991,1,10.0,"Williams, Brian",PF/C,Arizona
118,540,1991,1,11.0,"Brandon, Terrell",PG,Oregon
119,541,1991,1,12.0,"Anthony, Greg",PG,UNLV
120,542,1991,1,13.0,"Davis, Dale",PF,Clemson
121,543,1991,1,14.0,"King, Rich",C,Nebraska
122,544,1991,1,15.0,"Avent, Anthony",PF,Seton Hall
123,545,1991,1,16.0,"Gatling, Chris",PF,Old Dominion
124,546,1991,1,17.0,"Alexander, Victor",C,Iowa State
125,547,1991,1,18.0,"Brooks, Kevin",SF,Southwestern Louisiana
126,548,1991,1,19.0,"Smith, LaBradford",SG,Louisville
127,549,1991,1,20.0,"Turner, John",PF,Phillips
128,550,1991,1,21.0,"Murdock, Eric",PG,Providence
129,551,1991,1,22.0,"Ellis, LeRon",PF,Syracuse
130,552,1991,1,23.0,"Roberts, Stanley",C,Real Madrid
131,553,1991,1,24.0,"Fox, Rick",SF,North Carolina
132,554,1991,1,25.0,"Vandiver, Shaun",PF,Colorado
133,555,1991,1,26.0,"Randall, Mark",PF,Kansas
134,556,1991,1,27.0,"Chilcutt, Pete",PF,North Carolina
135,557,1991,2,28.0,"Lynch, Kevin",G/F,Minnesota
136,558,1991,2,29.0,"Ackles, George",C/PF,UNLV
137,559,1991,2,30.0,"Monroe, Rodney",G/F,NC State
138,560,1991,2,31.0,"Brown, Randy",PG,New Mexico State
139,561,1991,2,32.0,"Gallagher, Chad",C,Creighton
140,562,1991,2,33.0,"Hodge, Donald",C,Temple
141,563,1991,2,34.0,"Brown, Myron",G,Slippery Rock
142,564,1991,2,35.0,"Iuzzolino, Mike",G,Saint Francis (PA)
143,565,1991,2,36.0,"Corchiani, Chris",G,NC State
144,566,1991,2,37.0,"Perry, Elliot",PG,Memphis State
145,567,1991,2,38.0,"Wylie, Joe",PF,Miami (FL)
146,568,1991,2,39.0,"Oliver, Jimmy",G/F,Purdue
147,569,1991,2,40.0,"Overton, Doug",PG,La Salle
148,570,1991,2,41.0,"Green, Sean",F/G,Iona
149,571,1991,2,42.0,"Hood, Steve",SF,James Madison
150,572,1991,2,43.0,"Strothers, Lamont",G,Christopher Newport
151,573,1991,2,44.0,"Teherán, Álvaro",C,Houston
152,574,1991,2,45.0,"Phills, Bobby",SG,Southern
153,575,1991,2,46.0,"Dumas, Richard",F,Hapoel Holon
154,576,1991,2,47.0,"Hughes, Keith",PF,Rutgers
155,577,1991,2,48.0,"Austin, Isaac",C,Arizona State
156,578,1991,2,49.0,"Sutton, Greg",G,Oral Roberts
157,579,1991,2,50.0,"Wright, Joey",SG,Texas
158,580,1991,2,51.0,"Tabak, Žan",C,KK Split
159,581,1991,2,52.0,"Jones, Anthony",SF,Oral Roberts
160,582,1991,2,53.0,"McDade, Von",SG,Milwaukee
161,583,1991,2,54.0,"Kennedy, Marcus",PF,Eastern Michigan
162,584,1992,1,1.0,Shaquille O'Neal,C,LSU 
163,585,1992,1,2.0,Alonzo Mourning,C,Georgetown 
164,586,1992,1,3.0,Christian Laettner,PF,Duke 
165,587,1992,1,4.0,Jimmy Jackson,SG,Ohio State 
166,588,1992,1,5.0,LaPhonso Ellis,PF,Notre Dame 
167,589,1992,1,6.0,Tom Gugliotta,PF,NC State 
168,590,1992,1,7.0,Walt Williams,SF,Maryland 
169,591,1992,1,8.0,Todd Day,SG,Arkansas 
170,592,1992,1,9.0,Clarence Weatherspoon,PF,Southern Miss 
171,593,1992,1,10.0,Adam Keefe,PF,Stanford 
172,594,1992,1,11.0,Robert Horry,SF,Alabama 
173,595,1992,1,12.0,Harold Miner,SG,USC 
174,596,1992,1,13.0,Bryant Stith,SG,Virginia 
175,597,1992,1,14.0,Malik Sealy,SF,St. John's 
176,598,1992,1,15.0,Anthony Peeler,SG,Missouri 
177,599,1992,1,16.0,Randy Woods,PG,La Salle 
178,600,1992,1,17.0,Doug Christie,SG,Pepperdine 
179,601,1992,1,18.0,Tracy Murray,SF,UCLA 
180,602,1992,1,19.0,Don MacLean,PF,UCLA 
181,603,1992,1,20.0,Hubert Davis,SG,North Carolina 
182,604,1992,1,21.0,Jon Barry,SG,Georgia Tech 
183,605,1992,1,22.0,Oliver Miller,C,Arkansas 
184,606,1992,1,23.0,Lee Mayberry,PG,Arkansas 
185,607,1992,1,24.0,Latrell Sprewell,SG,Alabama 
186,608,1992,1,25.0,Elmore Spencer,C,UNLV 
187,609,1992,1,26.0,Dave Johnson,SF,Syracuse 
188,610,1992,1,27.0,Byron Houston,PF,Oklahoma State 
189,611,1992,2,28.0,Marlon Maxey,PF,UTEP
190,612,1992,2,29.0,P. J. Brown,PF,Louisiana Tech
191,613,1992,2,30.0,Sean Rooks,PF/C,Arizona
192,614,1992,2,31.0,Reggie Smith,C,TCU
193,615,1992,2,32.0,Brent Price,G,Oklahoma
194,616,1992,2,33.0,Corey Williams,G,Oklahoma State
195,617,1992,2,34.0,Chris Smith,G,Connecticut
196,618,1992,2,35.0,Tony Bennett,G,Wisconsin–Green Bay
197,619,1992,2,36.0,Duane Cooper,G,USC
198,620,1992,2,37.0,Isaiah Morris,F,Arkansas
199,621,1992,2,38.0,Elmer Bennett,G,Notre Dame
200,622,1992,2,39.0,Litterial Green,G,Georgia
201,623,1992,2,40.0,Steve Rogers,SG/SF,Alabama State
202,624,1992,2,41.0,Popeye Jones,F,Murray State
203,625,1992,2,42.0,Matt Geiger,C,Georgia Tech
204,626,1992,2,43.0,Predrag Danilović,SG,"KK Partizan, Yugoslavia"
205,627,1992,2,44.0,Henry Williams,G,UNC-Charlotte
206,628,1992,2,45.0,Chris King,F,Wake Forest
207,629,1992,2,46.0,Robert Werdann,C,St. John's
208,630,1992,2,47.0,Darren Morningstar,C,Pittsburgh
209,631,1992,2,48.0,Brian Davis,F/G,Duke
210,632,1992,2,49.0,Ron Ellis,PF,Louisiana Tech
211,633,1992,2,50.0,Matt Fish,F,UNC-Wilmington
212,634,1992,2,51.0,Tim Burroughs,PF,Jacksonville
213,635,1992,2,52.0,Matt Steigenga,F,Michigan State
214,636,1992,2,53.0,Curtis Blair,PG,Richmond
215,637,1992,2,54.0,Brett Roberts,SF,Morehead State
216,638,1993,1,1.0,"Webber, Chris",PF/C,Michigan
217,639,1993,1,2.0,"Bradley, Shawn",C,BYU
218,640,1993,1,3.0,"Hardaway, Penny",PG/SG,Memphis State
219,641,1993,1,4.0,"Mashburn, Jamal",SF,Kentucky
220,642,1993,1,5.0,"Rider, Isaiah",SG,UNLV
221,643,1993,1,6.0,"Cheaney, Calbert",SG/SF,Indiana
222,644,1993,1,7.0,"Hurley, Bobby",PG,Duke
223,645,1993,1,8.0,"Baker, Vin",PF,Hartford
224,646,1993,1,9.0,"Rogers, Rodney",PF,Wake Forest
225,647,1993,1,10.0,"Hunter, Lindsey",PG,Jackson State
226,648,1993,1,11.0,"Houston, Allan",SG,Tennessee
227,649,1993,1,12.0,"Lynch, George",SF,North Carolina
228,650,1993,1,13.0,"Dehere, Terry",SG,Seton Hall
229,651,1993,1,14.0,"Haskin, Scott",PF,Oregon State
230,652,1993,1,15.0,"Edwards, Doug",SF,Florida State
231,653,1993,1,16.0,"Walters, Rex",SG,Kansas
232,654,1993,1,17.0,"Graham, Greg",SG,Indiana
233,655,1993,1,18.0,"Wright, Luther",C,Seton Hall
234,656,1993,1,19.0,"Earl, Acie",C,Iowa
235,657,1993,1,20.0,"Burrell, Scott",SF,Connecticut
236,658,1993,1,21.0,"Robinson, James",SG,Alabama
237,659,1993,1,22.0,"Mills, Chris",SF,Arizona
238,660,1993,1,23.0,"Johnson, Ervin",C,New Orleans
239,661,1993,1,24.0,"Cassell, Sam",PG,Florida State
240,662,1993,1,25.0,"Blount, Corie",PF,Cincinnati
241,663,1993,1,26.0,"Hammink, Geert",C,LSU
242,664,1993,1,27.0,"Mackey, Malcolm",PF,Georgia Tech
243,665,1993,2,28.0,"Harris, Lucious",PG,Long Beach State
244,666,1993,2,29.0,"Mills, Sherron",F/C,VCU
245,667,1993,2,30.0,"Mureșan, Gheorghe",C,Pau-Orthez
246,668,1993,2,31.0,"Burns, Evers",F,Maryland
247,669,1993,2,32.0,"Ford, Alphonso",SG,Mississippi Valley State
248,670,1993,2,33.0,"Riley, Eric",C,Michigan
249,671,1993,2,34.0,"Mee, Darnell",SG,Western Kentucky
250,672,1993,2,35.0,"Stokes, Ed",C,Arizona
251,673,1993,2,36.0,"Best, John",F/C,Tennessee Tech
252,674,1993,2,37.0,"Van Exel, Nick",PG,Cincinnati
253,675,1993,2,38.0,"McRae, Conrad",PF,Syracuse
254,676,1993,2,39.0,"Hill, Thomas",SG/SF,Duke
255,677,1993,2,40.0,"Manning, Rich",C,Washington
256,678,1993,2,41.0,"Reed, Anthony",F,Tulane
257,679,1993,2,42.0,"Jordan, Adonis",PG,Kansas
258,680,1993,2,43.0,"Grant, Josh",PF,Utah
259,681,1993,2,44.0,"Holcombe, Alex",C,Baylor
260,682,1993,2,45.0,"Russell, Bryon",SF,Long Beach State
261,683,1993,2,46.0,"Petruška, Richard",C,UCLA
262,684,1993,2,47.0,"Whitney, Chris",PG,Clemson
263,685,1993,2,48.0,"Thompson, Kevin",C,NC State
264,686,1993,2,49.0,"Buford, Mark",C,Mississippi Valley State
265,687,1993,2,50.0,"Nicola, Marcelo",PF,Taugres
266,688,1993,2,51.0,"Dunkley, Spencer",C,Delaware
267,689,1993,2,52.0,"Peplowski, Mike",C,Michigan State
268,690,1993,2,53.0,"White, Leonard",F,Southern
269,691,1993,2,54.0,"Wilson, Byron",SG/SF,Utah
270,692,1994,1,1.0,"Robinson, Glenn",SF,Purdue
271,693,1994,1,2.0,"Kidd, Jason",PG,California
272,694,1994,1,3.0,"Hill, Grant",SF,Duke
273,695,1994,1,4.0,"Marshall, Donyell",SF,Connecticut
274,696,1994,1,5.0,"Howard, Juwan",PF,Michigan
275,697,1994,1,6.0,"Wright, Sharone",PF/C,Clemson
276,698,1994,1,7.0,"Murray, Lamond",SF,California
277,699,1994,1,8.0,"Grant, Brian",PF,Xavier
278,700,1994,1,9.0,"Montross, Eric",C,North Carolina
279,701,1994,1,10.0,"Jones, Eddie",SG,Temple
280,702,1994,1,11.0,"Rogers, Carlos",SF,Tennessee State
281,703,1994,1,12.0,"Reeves, Khalid",PG,Arizona
282,704,1994,1,13.0,"Rose, Jalen",G/F,Michigan
283,705,1994,1,14.0,"Dare, Yinka",C,George Washington
284,706,1994,1,15.0,"Piatkowski, Eric",SG,Nebraska
285,707,1994,1,16.0,"Rozier, Clifford",PF,Louisville
286,708,1994,1,17.0,"McKie, Aaron",SG,Temple
287,709,1994,1,18.0,"Mobley, Eric",PF,Pittsburgh
288,710,1994,1,19.0,"Dumas, Tony",SG,UMKC
289,711,1994,1,20.0,"Tyler, B.J.",PG,Texas
290,712,1994,1,21.0,"Simpkins, Dickey",PF,Providence
291,713,1994,1,22.0,"Curley, Bill",PF,Boston College
292,714,1994,1,23.0,"Person, Wesley",SG,Auburn
293,715,1994,1,24.0,"Williams, Monty",SF,Notre Dame
294,716,1994,1,25.0,"Minor, Greg",SG,Louisville
295,717,1994,1,26.0,"Ward, Charlie",PG,Florida State
296,718,1994,1,27.0,"Thompson, Brooks",PG,Oklahoma State
297,719,1994,2,28.0,"Thomas, Deon",F/C,Illinois
298,720,1994,2,29.0,"Lang, Antonio",F/G,Duke
299,721,1994,2,30.0,"Eisley, Howard",PG,Boston College
300,722,1994,2,31.0,"Dent, Rodney",F/C,Kentucky
301,723,1994,2,32.0,"McIlvaine, Jim",C,Marquette
302,724,1994,2,33.0,"Alston, Derrick",F,Duquesne
303,725,1994,2,34.0,"Nickerson, Gaylon",G,Northwestern Oklahoma State
304,726,1994,2,35.0,"Smith, Michael",F,Providence
305,727,1994,2,36.0,"Fetisov, Andrei",F,Forum Valladolid
306,728,1994,2,37.0,"Wingfield, Dontonio",F,Cincinnati
307,729,1994,2,38.0,"Hancock, Darrin",G/F,Kansas
308,730,1994,2,39.0,"Miller, Anthony",F,Michigan State
309,731,1994,2,40.0,"Webster, Jeff",F,Oklahoma
310,732,1994,2,41.0,"Njoku, William",PF,St. Mary's (Canada)
311,733,1994,2,42.0,"Collier, Gary",SF,Tulsa
312,734,1994,2,43.0,"Scott, Shawnelle",C,St. John's
313,735,1994,2,44.0,"Bailey, Damon",G,Indiana
314,736,1994,2,45.0,"Morton, Dwayne",F,Louisville
315,737,1994,2,46.0,"Lenard, Voshon",SG,Minnesota
316,738,1994,2,47.0,"Watson, Jamie",F,South Carolina
317,739,1994,2,48.0,"Crudup, Jevon",F/C,Missouri
318,740,1994,2,49.0,"Bruton, Kris",SF,Benedict
319,741,1994,2,50.0,"Claxton, Charles",C,Georgia
320,742,1994,2,51.0,"Funderburke, Lawrence",PF,Ohio State
321,743,1994,2,52.0,"Goldwire, Anthony",PG,Houston
322,744,1994,2,53.0,"Burditt, Albert",PF,Texas
323,745,1994,2,54.0,"Rebrača, Željko",C,KK Partizan
324,746,1995,1,1.0,"Smith, Joe",PF,Maryland
325,747,1995,1,2.0,"McDyess, Antonio",PF,Alabama
326,748,1995,1,3.0,"Stackhouse, Jerry",SG,North Carolina
327,749,1995,1,4.0,"Wallace, Rasheed",PF,North Carolina
328,750,1995,1,5.0,"Garnett, Kevin",PF,Farragut Academy HS
329,751,1995,1,6.0,"Reeves, Bryant",C,Oklahoma State
330,752,1995,1,7.0,"Stoudamire, Damon",PG,Arizona
331,753,1995,1,8.0,"Respert, Shawn",SG,Michigan State
332,754,1995,1,9.0,"O'Bannon, Ed",SF,UCLA
333,755,1995,1,10.0,"Thomas, Kurt",PF/C,TCU
334,756,1995,1,11.0,"Trent, Gary",PF,Ohio
335,757,1995,1,12.0,"Parks, Cherokee",C,Duke
336,758,1995,1,13.0,"Williamson, Corliss",PF,Arkansas
337,759,1995,1,14.0,"Williams, Eric",SF,Providence
338,760,1995,1,15.0,"Barry, Brent",SG,Oregon State
339,761,1995,1,16.0,"Henderson, Alan",PF,Indiana
340,762,1995,1,17.0,"Sura, Bob",SG,Florida State
341,763,1995,1,18.0,"Ratliff, Theo",PF/C,Wyoming
342,764,1995,1,19.0,"Childress, Randolph",PG,Wake Forest
343,765,1995,1,20.0,"Caffey, Jason",PF,Alabama
344,766,1995,1,21.0,"Finley, Michael",SF/SG,Wisconsin
345,767,1995,1,22.0,"Zidek, George",C,UCLA
346,768,1995,1,23.0,"Best, Travis",PG,Georgia Tech
347,769,1995,1,24.0,"Meyer, Loren",PF,Iowa State
348,770,1995,1,25.0,"Vaughn, David",PF/C,Memphis
349,771,1995,1,26.0,"Ford, Sherell",PF,UIC
350,772,1995,1,27.0,"Bennett, Mario",PF,Arizona State
351,773,1995,1,28.0,"Ostertag, Greg",C,Kansas
352,774,1995,1,29.0,"Alexander, Cory",PG,Virginia
353,775,1995,2,30.0,"Roe, Lou",F,UMass
354,776,1995,2,31.0,"Tarlać, Dragan",C,Olympiakos
355,777,1995,2,32.0,"Rencher, Terrence",G,Texas
356,778,1995,2,33.0,"Burrough, Junior",F,Virginia
357,779,1995,2,34.0,"DeClercq, Andrew",PF/C,Florida
358,780,1995,2,35.0,"King, Jimmy",G,Michigan
359,781,1995,2,36.0,"Moten, Lawrence",G,Syracuse
360,782,1995,2,37.0,"King, Frankie",G,Western Carolina
361,783,1995,2,38.0,"Griffith, Rashard",C,Wisconsin
362,784,1995,2,39.0,"Marshall, Donny",F,Connecticut
363,785,1995,2,40.0,"Whitfield, Dwayne",F,Jackson State
364,786,1995,2,41.0,"Meek, Erik",C,Duke
365,787,1995,2,42.0,"Boyce, Donnie",G,Colorado
366,788,1995,2,43.0,"Snow, Eric",PG,Michigan State
367,789,1995,2,44.0,"Pelle, Anthony",C,Fresno State
368,790,1995,2,45.0,"Brown, Troy",F/C,Providence
369,791,1995,2,46.0,"Banks, George",F,UTEP
