,index,year,round,pick,player,position,school
720,1142,2001,2,50.0,"Boumtje-Boumtje, Ruben",C,Georgetown
721,1143,2001,2,51.0,"Ford, Alton",PF,Houston
722,1144,2001,2,52.0,"Hutson, Andre",PF,Michigan State
723,1145,2001,2,53.0,"Collins, Jarron",F/C,Stanford
724,1146,2001,2,54.0,"Satterfield, Kenny",PG,Cincinnati
725,1147,2001,2,55.0,"Jeffers, Maurice",SG,Saint Louis
726,1148,2001,2,56.0,"Javtokas, Robertas",C,Lietuvos rytas Vilnius
727,1149,2001,2,57.0,"Jones, Alvin",C,Georgia Tech
728,1150,2001,2,58.0,"Bracey, Bryan",SF,Oregon
729,1151,2002,1,1.0,"Ming, Yao",C,Shanghai Sharks
730,1152,2002,1,2.0,"Williams, Jay",PG,Duke
731,1153,2002,1,3.0,"Dunleavy Jr., Mike",SF/SG,Duke
732,1154,2002,1,4.0,"Gooden, Drew",PF/C,Kansas
733,1155,2002,1,5.0,"Tskitishvili, Nikoloz",PF/C,Benetton Treviso
734,1156,2002,1,6.0,"Wagner, Dajuan",PG,Memphis
735,1157,2002,1,7.0,", Nenê",C/PF,Vasco da Gama
736,1158,2002,1,8.0,"Wilcox, Chris",PF/C,Maryland
737,1159,2002,1,9.0,"Stoudemire, Amar'e",PF/C,Cypress Creek HS
738,1160,2002,1,10.0,"Butler, Caron",SF,Connecticut
739,1161,2002,1,11.0,"Jeffries, Jared",PF/C,Indiana
740,1162,2002,1,12.0,"Ely, Melvin",C/PF,Fresno State
741,1163,2002,1,13.0,"Haislip, Marcus",PF,Tennessee
742,1164,2002,1,14.0,"Jones, Fred",SG,Oregon
743,1165,2002,1,15.0,"Nachbar, Boštjan",SF/PF,Benetton Treviso
744,1166,2002,1,16.0,"Welsch, Jiří",SG/SF,Union Olimpija
745,1167,2002,1,17.0,"Dixon, Juan",PG,Maryland
746,1168,2002,1,18.0,"Borchardt, Curtis",C,Stanford
747,1169,2002,1,19.0,"Humphrey, Ryan",PF,Notre Dame
748,1170,2002,1,20.0,"Rush, Kareem",SG,Missouri
749,1171,2002,1,21.0,"Woods, Qyntel",SF,Northeast Mississippi CC
750,1172,2002,1,22.0,"Jacobsen, Casey",SG,Stanford
751,1173,2002,1,23.0,"Prince, Tayshaun",SF,Kentucky
752,1174,2002,1,24.0,"Krstić, Nenad",C/PF,Partizan Belgrade
753,1175,2002,1,25.0,"Williams, Frank",PG,Illinois
754,1176,2002,1,26.0,"Salmons, John",SF/SG,Miami
755,1177,2002,1,27.0,"Jefferies, Chris",SF,Fresno State
756,1178,2002,1,28.0,"Dickau, Dan",PG,Gonzaga
757,1179,2002,1,29.0,Forfeited pick,None,None
758,1180,2002,2,30.0,"Logan, Steve",PG,Cincinnati
759,1181,2002,2,31.0,"Mason, Jr., Roger",SG,Virginia
760,1182,2002,2,32.0,"Archibald, Robert",PF,Illinois
761,1183,2002,2,33.0,"Yarbrough, Vincent",SF,Tennessee
762,1184,2002,2,34.0,"Gadzuric, Dan",C,UCLA
763,1185,2002,2,35.0,"Boozer, Carlos",PF,Duke
764,1186,2002,2,36.0,"Vujanić, Miloš",PG,Partizan Belgrade
765,1187,2002,2,37.0,"Andersen, David",C,Virtus Bologna
766,1188,2002,2,38.0,"Maddox, Tito",PG,Fresno State
767,1189,2002,2,39.0,"Grizzard, Rod",SG,Alabama
768,1190,2002,2,40.0,"Navarro, Juan Carlos",PG,FC Barcelona
769,1191,2002,2,41.0,"Kasun, Mario",C,Opel Skyliners
770,1192,2002,2,42.0,"Murray, Ronald",SG,Shaw
771,1193,2002,2,43.0,"Jennings, Jason",C,Arkansas State
772,1194,2002,2,44.0,"Baxter, Lonny",PF,Maryland
773,1195,2002,2,45.0,"Clancy, Sam",PF,USC
774,1196,2002,2,46.0,"Barnes, Matt",SF,UCLA
775,1197,2002,2,47.0,"Sampson, Jamal",C,California
776,1198,2002,2,48.0,"Owens, Chris",PF,Texas
777,1199,2002,2,49.0,"Fehse, Peter",PF,Halle
778,1200,2002,2,50.0,"Songaila, Darius",PF,Wake Forest
779,1201,2002,2,51.0,"Kammerichs, Federico",SF,Ourense
780,1202,2002,2,52.0,"Taylor, Marcus",PG,Michigan State
781,1203,2002,2,53.0,"Butler, Rasual",SF,La Salle
782,1204,2002,2,54.0,"Slay, Tamar",SG,Marshall
783,1205,2002,2,55.0,"Šekularac, Mladen",SG,FMP Železnik
784,1206,2002,2,56.0,"Scola, Luis",PF,TAU Cerámica
785,1207,2002,2,57.0,"Holcomb, Randy",PF,San Diego State
786,1208,2002,2,58.0,"Edwards, Corsley",PF,Central Connecticut
787,1209,2003,1,1.0,", LeBron James",SF,St. Vincent–St. Mary HS
788,1210,2003,1,2.0,"Miličić, Darko",C,Hemofarm Vršac
789,1211,2003,1,3.0,"Anthony, Carmelo",SF,Syracuse
790,1212,2003,1,4.0,"Bosh, Chris",PF/C,Georgia Tech
791,1213,2003,1,5.0,"Wade, Dwyane",SG,Marquette
792,1214,2003,1,6.0,"Kaman, Chris",C,Central Michigan
793,1215,2003,1,7.0,"Hinrich, Kirk",PG,Kansas
794,1216,2003,1,8.0,"Ford, T. J.",PG,Texas
795,1217,2003,1,9.0,"Sweetney, Michael",PF,Georgetown
796,1218,2003,1,10.0,"Hayes, Jarvis",F/G,Georgia
797,1219,2003,1,11.0,"Piétrus, Mickaël",G/F,Pau-Orthez
798,1220,2003,1,12.0,"Collison, Nick",PF,Kansas
799,1221,2003,1,13.0,"Banks, Marcus",PG,UNLV
800,1222,2003,1,14.0,"Ridnour, Luke",PG,Oregon
801,1223,2003,1,15.0,"Gaines, Reece",F/G,Louisville
802,1224,2003,1,16.0,"Bell, Troy",PG,Boston College
803,1225,2003,1,17.0,"Čabarkapa, Žarko",SF,Budućnost Podgorica
804,1226,2003,1,18.0,"West, David",PF,Xavier
805,1227,2003,1,19.0,"Pavlović, Sasha",F/G,Budućnost Podgorica
806,1228,2003,1,20.0,"Jones, Dahntay",SG,Duke
807,1229,2003,1,21.0,"Diaw, Boris",PF,Pau-Orthez
808,1230,2003,1,22.0,"Planinić, Zoran",G/F,Cibona Zagreb
809,1231,2003,1,23.0,"Outlaw, Travis",SF,Starkville HS
810,1232,2003,1,24.0,"Cook, Brian",PF,Illinois
811,1233,2003,1,25.0,"Delfino, Carlos",SG,Skipper Bologna
812,1234,2003,1,26.0,"Ebi, Ndudi",SF,Westbury Christian HS
813,1235,2003,1,27.0,"Perkins, Kendrick",C,Ozen HS 
814,1236,2003,1,28.0,"Barbosa, Leandro",SG,Bauru Tilibra
815,1237,2003,1,29.0,"Howard, Josh",F/G,Wake Forest
816,1238,2003,2,30.0,"Lampe, Maciej",PF,Complutense University of Madrid
817,1239,2003,2,31.0,"Kapono, Jason",F/G,UCLA
818,1240,2003,2,32.0,"Walton, Luke",SF,Arizona
819,1241,2003,2,33.0,"Beasley, Jerome",PF,North Dakota
820,1242,2003,2,34.0,"Schortsanitis, Sofoklis",C,Iraklis BC
821,1243,2003,2,35.0,"Szewczyk, Szymon",PF,Braunschweig
822,1244,2003,2,36.0,"Austin, Mario",PF,Mississippi State
823,1245,2003,2,37.0,"Hansen, Travis",SG,BYU
824,1246,2003,2,38.0,"Blake, Steve",PG,Maryland
825,1247,2003,2,39.0,"Vraneš, Slavko",C,Budućnost Podgorica
826,1248,2003,2,40.0,"Zimmerman, Derrick",PG,Mississippi State
827,1249,2003,2,41.0,"Green, Willie",SG,Detroit
828,1250,2003,2,42.0,"Pachulia, Zaza",PF,Ülkerspor
829,1251,2003,2,43.0,"Bogans, Keith",SG,Kentucky
830,1252,2003,2,44.0,"Badiane, Malick",PF,Langen
831,1253,2003,2,45.0,"Bonner, Matt",F,Florida
832,1254,2003,2,46.0,"Bečirović, Sani",SG,Virtus Bologna
833,1255,2003,2,47.0,"Williams, Mo",PG,Alabama
834,1256,2003,2,48.0,"Lang, James",C,Central Park Christian HS 
835,1257,2003,2,49.0,"Jones, James",SF,Miami (Florida)
836,1258,2003,2,50.0,"Morlende, Paccelis",PG,Dijon
837,1259,2003,2,51.0,"Korver, Kyle",SG,Creighton
838,1260,2003,2,52.0,"van de Hare, Remon",C,FC Barcelona
839,1261,2003,2,53.0,"Smith, Tommy",PF,Arizona State
840,1262,2003,2,54.0,"Sinanović, Nedžad",C,Brotnjo
841,1263,2003,2,55.0,"Rickert, Rick",PF,Minnesota
842,1264,2003,2,56.0,"Hunter, Brandon",PF,Ohio
843,1265,2003,2,57.0,"Yuyang, Xue",C,Hong Kong Flying Dragons
844,1266,2003,2,58.0,"Glyniadakis, Andreas",C,AEK
845,1267,2004,1,1.0,"Howard, Dwight",C,Southwest Atlanta Christian Academy
846,1268,2004,1,2.0,"Okafor, Emeka",PF/C,Connecticut
847,1269,2004,1,3.0,"Gordon, Ben",SG,Connecticut
848,1270,2004,1,4.0,"Livingston, Shaun",PG,Peoria HS
849,1271,2004,1,5.0,"Harris, Devin",PG,Wisconsin
850,1272,2004,1,6.0,"Childress, Josh",G/F,Stanford
851,1273,2004,1,7.0,"Deng, Luol",SF,Duke
852,1274,2004,1,8.0,"Araújo, Rafael",C,BYU
853,1275,2004,1,9.0,"Iguodala, Andre",SF,Arizona
854,1276,2004,1,10.0,"Jackson, Luke",SF,Oregon
855,1277,2004,1,11.0,"Biedriņš, Andris",F/C,Skonto
856,1278,2004,1,12.0,"Swift, Robert",C,Bakersfield HS
857,1279,2004,1,13.0,"Telfair, Sebastian",PG,Lincoln HS
858,1280,2004,1,14.0,"Humphries, Kris",PF,Minnesota
859,1281,2004,1,15.0,"Jefferson, Al",PF/C,Prentiss HS 
860,1282,2004,1,16.0,"Snyder, Kirk",SG,Nevada
861,1283,2004,1,17.0,"Smith, Josh",SF,Oak Hill Academy
862,1284,2004,1,18.0,"Smith, J. R.",SG,St. Benedict's Prep
863,1285,2004,1,19.0,"Wright, Dorell",SF,South Kent School
864,1286,2004,1,20.0,"Nelson, Jameer",PG,Saint Joseph's
865,1287,2004,1,21.0,"Podkolzin, Pavel",C,Metis Varese
866,1288,2004,1,22.0,"Khryapa, Viktor",SF,CSKA Moscow
867,1289,2004,1,23.0,"Monia, Sergei",SG,CSKA Moscow
868,1290,2004,1,24.0,"West, Delonte",PG,Saint Joseph's
869,1291,2004,1,25.0,"Allen, Tony",SG,Oklahoma State
870,1292,2004,1,26.0,"Martin, Kevin",SG,Western Carolina
871,1293,2004,1,27.0,"Vujačić, Saša",SG,Snaidero Udine
872,1294,2004,1,28.0,"Udrih, Beno",PG,Breil Milano
873,1295,2004,1,29.0,"Harrison, David",C,Colorado
874,1296,2004,1,,Forfeited Pick,None,None
875,1297,2004,2,30.0,"Varejão, Anderson",C,FC Barcelona
876,1298,2004,2,31.0,"Vroman, Jackson",C,Iowa State
877,1299,2004,2,32.0,"Ramos, Peter John",C,Caguas
878,1300,2004,2,33.0,"Chalmers, Lionel",PG,Xavier
879,1301,2004,2,34.0,"Smith, Donta",SF,Southeastern Illinois
880,1302,2004,2,35.0,"Emmett, Andre",F/G,Texas Tech
881,1303,2004,2,36.0,"Burks, Antonio",PG,Memphis
882,1304,2004,2,37.0,"Ivey, Royal",PG,Texas
883,1305,2004,2,38.0,"Duhon, Chris",PG,Duke
884,1306,2004,2,39.0,"Miralles, Albert",PF,Roseto Basket
885,1307,2004,2,40.0,"Reed, Justin",SF,Mississippi
886,1308,2004,2,41.0,"Young, David",G,North Carolina Central
887,1309,2004,2,42.0,"Sanikidze, Viktor",SF,Dijon
888,1310,2004,2,43.0,"Ariza, Trevor",SF,UCLA
889,1311,2004,2,44.0,"Pickett, Tim",SG,Florida State
890,1312,2004,2,45.0,"Robinson, Bernard",SF,Michigan
891,1313,2004,2,46.0,"Seung-Jin, Ha",C,Yonsei University
892,1314,2004,2,47.0,"Sow, Pape",PF,Cal State Fullerton
893,1315,2004,2,48.0,"Minard, Ricky",SG,Morehead State
894,1316,2004,2,49.0,"Lishouk, Sergei",PF,Khimik Yuzhny
895,1317,2004,2,50.0,"Spanoulis, Vassilis",PG,Maroussi
896,1318,2004,2,51.0,"Drejer, Christian",SF,FC Barcelona
897,1319,2004,2,52.0,"Sato, Romain",SG,Xavier
898,1320,2004,2,53.0,"Freije, Matt",SF,Vanderbilt
899,1321,2004,2,54.0,"Paulding, Rickey",SG,Missouri
900,1322,2004,2,55.0,"Flores, Luis",PG,Manhattan
901,1323,2004,2,56.0,"Douthit, Marcus",PF,Providence
902,1324,2004,2,57.0,"Karaulov, Sergei",G,Skha Jakutia Yakutsk 
903,1325,2004,2,58.0,"Stepp, Blake",PG,Gonzaga
904,1326,2004,2,59.0,"Wright, Rashad",G,Georgia
905,1327,2005,1,1.0,"Bogut, Andrew",C,Utah
906,1328,2005,1,2.0,"Williams, Marvin",F,North Carolina
907,1329,2005,1,3.0,"Williams, Deron",PG,Illinois
908,1330,2005,1,4.0,"Paul, Chris",PG,Wake Forest
909,1331,2005,1,5.0,"Felton, Raymond",G,North Carolina
910,1332,2005,1,6.0,"Webster, Martell",G/F,Seattle Prep. School
911,1333,2005,1,7.0,"Villanueva, Charlie",F,Connecticut
912,1334,2005,1,8.0,"Frye, Channing",C,Arizona
913,1335,2005,1,9.0,"Diogu, Ike",F,Arizona State
914,1336,2005,1,10.0,"Bynum, Andrew",C,St. Joseph HS
915,1337,2005,1,11.0,"Vázquez, Fran",F/C,Unicaja Málaga
916,1338,2005,1,12.0,"Korolev, Yaroslav",F,CSKA Moscow
917,1339,2005,1,13.0,"May, Sean",F,North Carolina
918,1340,2005,1,14.0,"McCants, Rashad",G,North Carolina
919,1341,2005,1,15.0,"Wright, Antoine",G/F,Texas A&M
920,1342,2005,1,16.0,"Graham, Joey",F,Oklahoma State
921,1343,2005,1,17.0,"Granger, Danny",SF,New Mexico
922,1344,2005,1,18.0,"Green, Gerald",G/F,Gulf Shores Academy
923,1345,2005,1,19.0,"Warrick, Hakim",F,Syracuse
924,1346,2005,1,20.0,"Hodge, Julius",G,NC State
925,1347,2005,1,21.0,"Robinson, Nate",G,Washington
926,1348,2005,1,22.0,"Jack, Jarrett",G,Georgia Tech
927,1349,2005,1,23.0,"García, Francisco",G/F,Louisville
928,1350,2005,1,24.0,"Head, Luther",G,Illinois
929,1351,2005,1,25.0,"Petro, Johan",C,Pau-Orthez
930,1352,2005,1,26.0,"Maxiell, Jason",F,Cincinnati
931,1353,2005,1,27.0,"Kleiza, Linas",F,Missouri
932,1354,2005,1,28.0,"Mahinmi, Ian",F/C,Le Havre
933,1355,2005,1,29.0,"Simien, Wayne",F,Kansas
934,1356,2005,1,30.0,"Lee, David",PF,Florida
935,1357,2005,2,31.0,"Stoudamire, Salim",G,Arizona
936,1358,2005,2,32.0,"Ewing, Daniel",G,Duke
937,1359,2005,2,33.0,"Bass, Brandon",F,LSU
938,1360,2005,2,34.0,"Miles, C. J.",G,Skyline HS
939,1361,2005,2,35.0,"Sánchez, Ricky",F,IMG Academy
940,1362,2005,2,36.0,"İlyasova, Ersan",F,Ülkerspor
941,1363,2005,2,37.0,"Turiaf, Ronny",F,Gonzaga
942,1364,2005,2,38.0,"Diener, Travis",G,Marquette
943,1365,2005,2,39.0,"Wafer, Von",G,Florida State
944,1366,2005,2,40.0,"Ellis, Monta",SG,Lanier HS
945,1367,2005,2,41.0,"Ukić, Roko",G,KK Split
946,1368,2005,2,42.0,"Taft, Chris",F,Pittsburgh
947,1369,2005,2,43.0,"Ilić, Mile",C,KK Reflex
948,1370,2005,2,44.0,"Andriuškevičius, Martynas",C,Žalgiris Kaunas
949,1371,2005,2,45.0,"Williams, Louis",SG,South Gwinnett HS
950,1372,2005,2,46.0,"Lorbek, Erazem",F,Climamio Bologna
951,1373,2005,2,47.0,"Wright, Bracey",G,Indiana
952,1374,2005,2,48.0,"Gelabale, Mickaël",F,Real Madrid
953,1375,2005,2,49.0,"Blatche, Andray",F,South Kent School
954,1376,2005,2,50.0,"Gomes, Ryan",F,Providence
955,1377,2005,2,51.0,"Whaley, Robert",C,Walsh
956,1378,2005,2,52.0,"Hervelle, Axel",F,Real Madrid
957,1379,2005,2,53.0,"Greene, Orien",G,Louisiana-Lafayette
958,1380,2005,2,54.0,"Thompson, Dijon",G/F,UCLA
959,1381,2005,2,55.0,"Roberts, Lawrence",F,Mississippi State
960,1382,2005,2,56.0,"Johnson, Amir",F,Westchester HS
961,1383,2005,2,57.0,"Gortat, Marcin",F/C,RheinEnergie Köln
962,1384,2005,2,58.0,"Slokar, Uroš",F,Snaidero Udine
963,1385,2005,2,59.0,"Akyol, Cenk",G,Efes Pilsen
964,1386,2005,2,60.0,"Acker, Alex",G,Pepperdine
965,1387,2006,1,1.0,"Bargnani, Andrea",PF,Benetton Treviso
966,1388,2006,1,2.0,"Aldridge, LaMarcus",PF,Texas
967,1389,2006,1,3.0,"Morrison, Adam",SF,Gonzaga
968,1390,2006,1,4.0,"Thomas, Tyrus",PF,LSU
969,1391,2006,1,5.0,"Williams, Shelden",PF,Duke
970,1392,2006,1,6.0,"Roy, Brandon",SG,Washington
971,1393,2006,1,7.0,"Foye, Randy",SG,Villanova
972,1394,2006,1,8.0,"Gay, Rudy",SF,Connecticut
973,1395,2006,1,9.0,"O'Bryant, Patrick",C,Bradley
974,1396,2006,1,10.0,"Sene, Mouhamed",C,Verviers-Pepinster
975,1397,2006,1,11.0,"Redick, J. J.",SG,Duke
976,1398,2006,1,12.0,"Armstrong, Hilton",C,Connecticut
977,1399,2006,1,13.0,"Sefolosha, Thabo",SG,Angelico Biella
978,1400,2006,1,14.0,"Brewer, Ronnie",SG,Arkansas
979,1401,2006,1,15.0,"Simmons, Cedric",SF,NC State
980,1402,2006,1,16.0,"Carney, Rodney",SF,Memphis
981,1403,2006,1,17.0,"Williams, Shawne",PF,Memphis
982,1404,2006,1,18.0,"Pecherov, Oleksiy",C,BC Kyiv
983,1405,2006,1,19.0,"Douby, Quincy",G,Rutgers
984,1406,2006,1,20.0,"Balkman, Renaldo",F,South Carolina
985,1407,2006,1,21.0,"Rondo, Rajon",PG,Kentucky
986,1408,2006,1,22.0,"Williams, Marcus",G,Connecticut
987,1409,2006,1,23.0,"Boone, Josh",F,Connecticut
988,1410,2006,1,24.0,"Lowry, Kyle",PG,Villanova
989,1411,2006,1,25.0,"Brown, Shannon",G,Michigan State
990,1412,2006,1,26.0,"Farmar, Jordan",G,UCLA
991,1413,2006,1,27.0,"Rodríguez, Sergio",G,Adecco Estudiantes
992,1414,2006,1,28.0,"Ager, Maurice",G,Michigan State
993,1415,2006,1,29.0,"Collins, Mardy",G,Temple
994,1416,2006,1,30.0,"Freeland, Joel",F,Gran Canaria
995,1417,2006,2,31.0,"White, James",G,Cincinnati
996,1418,2006,2,32.0,"Novak, Steve",SF,Marquette
997,1419,2006,2,33.0,"Jones, Solomon",F,South Florida
998,1420,2006,2,34.0,"Davis, Paul",C,Michigan State
999,1421,2006,2,35.0,"Tucker, P.J.",F,Texas
1000,1422,2006,2,36.0,"Smith, Craig",F,Boston College
1001,1423,2006,2,37.0,"Jones, Bobby",F,Washington
1002,1424,2006,2,38.0,"Perović, Kosta",C,Partizan Belgrade
1003,1425,2006,2,39.0,"Noel, David",F,North Carolina
1004,1426,2006,2,40.0,"Brown, Denham",G,Connecticut
1005,1427,2006,2,41.0,"Augustine, James",F,Illinois
1006,1428,2006,2,42.0,"Gibson, Daniel",G,Texas
1007,1429,2006,2,43.0,"Vinicius, Marcus",F,Objetivo São Carlos
1008,1430,2006,2,44.0,"Eliyahu, Lior",F,Hapoel Galil Elyon
1009,1431,2006,2,45.0,"Johnson, Alexander",F,Florida State
1010,1432,2006,2,46.0,"Brown, Dee",G,Illinois
1011,1433,2006,2,47.0,"Millsap, Paul",PF,Louisiana Tech
1012,1434,2006,2,48.0,"Veremeenko, Vladimir",F,Dynamo St. Petersburg
1013,1435,2006,2,49.0,"Powe, Leon",F,California
1014,1436,2006,2,50.0,"Hollins, Ryan",C,UCLA
1015,1437,2006,2,51.0,"Samb, Cheikh",C,WTC Cornellà
1016,1438,2006,2,52.0,"Diaz, Guillermo",G,Miami (FL)
1017,1439,2006,2,53.0,"Halperin, Yotam",G,Union Olimpija
1018,1440,2006,2,54.0,"Adams, Hassan",G,Arizona
1019,1441,2006,2,55.0,"Ugboaja, Ejike",F,Union Bank Lagos
1020,1442,2006,2,56.0,"Bavčić, Edin",F,ASA BH Telecom
1021,1443,2006,2,57.0,"Mavrokefalidis, Loukas",C,PAOK
1022,1444,2006,2,58.0,"Pinnock, J. R.",G,George Washington
1023,1445,2006,2,59.0,"Markota, Damir",F,Cibona Zagreb
1024,1446,2006,2,60.0,"Blalock, Will",G,Iowa State
1025,1447,2007,1,1.0,"Oden, Greg",C,Ohio State
1026,1448,2007,1,2.0,"Durant, Kevin",SF,Texas
1027,1449,2007,1,3.0,"Horford, Al",C,Florida
1028,1450,2007,1,4.0,"Conley, Mike",PG,Ohio State
1029,1451,2007,1,5.0,"Green, Jeff",SF,Georgetown
1030,1452,2007,1,6.0,"Yi, Jianlian",PF,Guangdong Southern Tigers
1031,1453,2007,1,7.0,"Brewer, Corey",SF,Florida
1032,1454,2007,1,8.0,"Wright, Brandan",PF,North Carolina
1033,1455,2007,1,9.0,"Noah, Joakim",C,Florida
1034,1456,2007,1,10.0,"Hawes, Spencer",C,Washington
1035,1457,2007,1,11.0,"Law, Acie",PG,Texas A&M
1036,1458,2007,1,12.0,"Young, Thaddeus",PF,Georgia Tech
1037,1459,2007,1,13.0,"Wright, Julian",SF,Kansas
1038,1460,2007,1,14.0,"Thornton, Al",SF,Florida State
1039,1461,2007,1,15.0,"Stuckey, Rodney",SG,Eastern Washington
1040,1462,2007,1,16.0,"Young, Nick",SG,USC
1041,1463,2007,1,17.0,"Williams, Sean",PF,Boston College
1042,1464,2007,1,18.0,"Belinelli, Marco",SG,Fortitudo Bologna
1043,1465,2007,1,19.0,"Crittenton, Javaris",PG,Georgia Tech
1044,1466,2007,1,20.0,"Smith, Jason",PF,Colorado State
1045,1467,2007,1,21.0,"Cook, Daequan",SG,Ohio State
1046,1468,2007,1,22.0,"Dudley, Jared",SF,Boston College
1047,1469,2007,1,23.0,"Chandler, Wilson",SF,DePaul
1048,1470,2007,1,24.0,"Fernández, Rudy",SG,Joventut Badalona
1049,1471,2007,1,25.0,"Almond, Morris",SG,Rice
1050,1472,2007,1,26.0,"Brooks, Aaron",PG,Oregon
1051,1473,2007,1,27.0,"Afflalo, Arron",SG,UCLA
1052,1474,2007,1,28.0,"Splitter, Tiago",C,TAU Cerámica
1053,1475,2007,1,29.0,"Tucker, Alando",SF,Wisconsin
1054,1476,2007,1,30.0,"Koponen, Petteri",SG,Tapiolan Honka
1055,1477,2007,2,31.0,"Landry, Carl",PF,Purdue
1056,1478,2007,2,32.0,"Pruitt, Gabe",PG,USC
1057,1479,2007,2,33.0,"Williams, Marcus",SF,Arizona
1058,1480,2007,2,34.0,"Fazekas, Nick",PF,Nevada
1059,1481,2007,2,35.0,"Davis, Glen",PF,LSU
1060,1482,2007,2,36.0,"Davidson, Jermareo",PF,Alabama
1061,1483,2007,2,37.0,"McRoberts, Josh",PF,Duke
1062,1484,2007,2,38.0,"Fesenko, Kyrylo",C,SK Cherkassy
