,index,year,round,pick,player,position,school
1063,1485,2007,2,39.0,"Barać, Stanko",C,Široki Brijeg
1064,1486,2007,2,40.0,"Sun, Yue",SF,Beijing Olympians
1065,1487,2007,2,41.0,"Richard, Chris",PF,Florida
1066,1488,2007,2,42.0,"Byars, Derrick",SG,Vanderbilt
1067,1489,2007,2,43.0,"Haluska, Adam",SG,Iowa
1068,1490,2007,2,44.0,"Terry, Reyshawn",SF,North Carolina
1069,1491,2007,2,45.0,"Jordan, Jared",PG,Marist
1070,1492,2007,2,46.0,"Lasme, Stephane",PF,Massachusetts
1071,1493,2007,2,47.0,"McGuire, Dominic",SF,Fresno State
1072,1494,2007,2,48.0,"Gasol, Marc",C,Akasvayu Girona
1073,1495,2007,2,49.0,"Gray, Aaron",C,Pittsburgh
1074,1496,2007,2,50.0,"Seibutis, Renaldas",SG,Maroussi
1075,1497,2007,2,51.0,"Curry, JamesOn",PG,Oklahoma State
1076,1498,2007,2,52.0,"Green, Taurean",PG,Florida
1077,1499,2007,2,53.0,"Nichols, Demetris",SF,Syracuse
1078,1500,2007,2,54.0,"Newley, Brad",SF,Townsville Crocodiles
1079,1501,2007,2,55.0,"Hill, Herbert",PF,Providence
1080,1502,2007,2,56.0,"Sessions, Ramon",PG,Nevada
1081,1503,2007,2,57.0,"Mejia, Sammy",SG,DePaul
1082,1504,2007,2,58.0,"Printezis, Giorgos",PF,Olympia Larissa
1083,1505,2007,2,59.0,"Strawberry, D.J.",PG,Maryland
1084,1506,2007,2,60.0,"Raković, Milovan",C,Mega Ishrana
1085,1507,2008,1,1.0,"Rose, Derrick",PG,Memphis
1086,1508,2008,1,2.0,"Beasley, Michael",PF,Kansas State
1087,1509,2008,1,3.0,"Mayo, O. J.",SG,USC
1088,1510,2008,1,4.0,"Westbrook, Russell",PG,UCLA
1089,1511,2008,1,5.0,"Love, Kevin",PF,UCLA
1090,1512,2008,1,6.0,"Gallinari, Danilo",SF,Olimpia Milano
1091,1513,2008,1,7.0,"Gordon, Eric",SG,Indiana
1092,1514,2008,1,8.0,"Alexander, Joe",SF,West Virginia
1093,1515,2008,1,9.0,"Augustin, D. J.",PG,Texas
1094,1516,2008,1,10.0,"Lopez, Brook",C,Stanford
1095,1517,2008,1,11.0,"Bayless, Jerryd",PG,Arizona
1096,1518,2008,1,12.0,"Thompson, Jason",PF,Rider
1097,1519,2008,1,13.0,"Rush, Brandon",SG,Kansas
1098,1520,2008,1,14.0,"Randolph, Anthony",PF,LSU
1099,1521,2008,1,15.0,"Lopez, Robin",C,Stanford
1100,1522,2008,1,16.0,"Speights, Marreese",PF,Florida
1101,1523,2008,1,17.0,"Hibbert, Roy",C,Georgetown
1102,1524,2008,1,18.0,"McGee, Javale",C,Nevada
1103,1525,2008,1,19.0,"Hickson, J. J.",PF,NC State
1104,1526,2008,1,20.0,"Ajinça, Alexis",C,Hyères-Toulon
1105,1527,2008,1,21.0,"Anderson, Ryan",PF,California
1106,1528,2008,1,22.0,"Lee, Courtney",SG,Western Kentucky
1107,1529,2008,1,23.0,"Koufos, Kosta",C,Ohio State
1108,1530,2008,1,24.0,"Ibaka, Serge",PF,L'Hospitalet
1109,1531,2008,1,25.0,"Batum, Nicolas",SF,Le Mans
1110,1532,2008,1,26.0,"Hill, George",PG,IUPUI
1111,1533,2008,1,27.0,"Arthur, Darrell",PF,Kansas
1112,1534,2008,1,28.0,"Greene, Donté",SF,Syracuse
1113,1535,2008,1,29.0,"White, D. J.",PF,Indiana
1114,1536,2008,1,30.0,"Giddens, J. R.",SG,New Mexico
1115,1537,2008,2,31.0,"Peković, Nikola",C,Panathinaikos
1116,1538,2008,2,32.0,"Sharpe, Walter",PF,UAB
1117,1539,2008,2,33.0,"Dorsey, Joey",PF,Memphis
1118,1540,2008,2,34.0,"Chalmers, Mario",PG,Kansas
1119,1541,2008,2,35.0,"Jordan, DeAndre",C,Texas A&M
1120,1542,2008,2,36.0,"Aşık, Ömer",C,Fenerbahçe Ülker
1121,1543,2008,2,37.0,"Mbah a Moute, Luc",SF,UCLA
1122,1544,2008,2,38.0,"Weaver, Kyle",SG,Washington State
1123,1545,2008,2,39.0,"Weems, Sonny",SG,Arkansas
1124,1546,2008,2,40.0,"Douglas-Roberts, Chris",SG,Memphis
1125,1547,2008,2,41.0,"Jawai, Nathan",PF,Cairns Taipans
1126,1548,2008,2,42.0,"Singletary, Sean",PG,Virginia
1127,1549,2008,2,43.0,"Ewing, Jr., Patrick",SF,Georgetown
1128,1550,2008,2,44.0,"Tomić, Ante",C,KK Zagreb
1129,1551,2008,2,45.0,"Dragić, Goran",PG,Union Olimpija
1130,1552,2008,2,46.0,"Plaisted, Trent",PF,BYU
1131,1553,2008,2,47.0,"Walker, Bill",SG,Kansas State
1132,1554,2008,2,48.0,"Hairston, Malik",SG,Oregon
1133,1555,2008,2,49.0,"Hendrix, Richard",PF,Alabama
1134,1556,2008,2,50.0,"Hardin, DeVon",C,California
1135,1557,2008,2,51.0,"Foster, Shan",SG,Vanderbilt
1136,1558,2008,2,52.0,"Jackson, Darnell",PF,Kansas
1137,1559,2008,2,53.0,"Dragićević, Tadija",PF,Red Star Belgrade
1138,1560,2008,2,54.0,"Leunen, Maarty",PF,Oregon
1139,1561,2008,2,55.0,"Taylor, Mike",PG,Idaho Stampede
1140,1562,2008,2,56.0,"Kaun, Sasha",C,Kansas
1141,1563,2008,2,57.0,"Gist, James",PF,Maryland
1142,1564,2008,2,58.0,"Crawford, Joe",SG,Kentucky
1143,1565,2008,2,59.0,"Washington, Deron",SF,Virginia Tech
1144,1566,2008,2,60.0,"Erden, Semih",C,Fenerbahçe Ülker
1145,1567,2009,1,1.0,"Griffin, Blake",PF,Oklahoma
1146,1568,2009,1,2.0,"Thabeet, Hasheem",C,Connecticut
1147,1569,2009,1,3.0,"Harden, James",SG,Arizona State
1148,1570,2009,1,4.0,"Evans, Tyreke",SG,Memphis
1149,1571,2009,1,5.0,"Rubio, Ricky",PG,DKV Joventut
1150,1572,2009,1,6.0,"Flynn, Jonny",PG,Syracuse
1151,1573,2009,1,7.0,"Curry, Stephen",PG,Davidson
1152,1574,2009,1,8.0,"Hill, Jordan",PF,Arizona
1153,1575,2009,1,9.0,"DeRozan, DeMar",SG,USC
1154,1576,2009,1,10.0,"Jennings, Brandon",PG,Lottomatica Roma
1155,1577,2009,1,11.0,"Williams, Terrence",SG,Louisville
1156,1578,2009,1,12.0,"Henderson, Gerald",SG,Duke
1157,1579,2009,1,13.0,"Hansbrough, Tyler",PF,North Carolina
1158,1580,2009,1,14.0,"Clark, Earl",SF,Louisville
1159,1581,2009,1,15.0,"Daye, Austin",SF,Gonzaga
1160,1582,2009,1,16.0,"Johnson, James",SF,Wake Forest
1161,1583,2009,1,17.0,"Holiday, Jrue",PG,UCLA
1162,1584,2009,1,18.0,"Lawson, Ty",PG,North Carolina
1163,1585,2009,1,19.0,"Teague, Jeff",PG,Wake Forest
1164,1586,2009,1,20.0,"Maynor, Eric",PG,VCU
1165,1587,2009,1,21.0,"Collison, Darren",PG,UCLA
1166,1588,2009,1,22.0,"Claver, Víctor",SF,Pamesa Valencia
1167,1589,2009,1,23.0,"Casspi, Omri",SF,Maccabi Tel Aviv
1168,1590,2009,1,24.0,"Mullens, Byron",C,Ohio State
1169,1591,2009,1,25.0,"Beaubois, Rodrigue",PG,Cholet
1170,1592,2009,1,26.0,"Gibson, Taj",PF,USC
1171,1593,2009,1,27.0,"Carroll, DeMarre",SF,Missouri
1172,1594,2009,1,28.0,"Ellington, Wayne",SG,North Carolina
1173,1595,2009,1,29.0,"Douglas, Toney",PG,Florida State
1174,1596,2009,1,30.0,"Eyenga, Christian",SF,CB Prat
1175,1597,2009,2,31.0,"Pendergraph, Jeff",PF,Arizona State
1176,1598,2009,2,32.0,"Taylor, Jermaine",SG,Central Florida
1177,1599,2009,2,33.0,"Cunningham, Dante",PF,Villanova
1178,1600,2009,2,34.0,"Llull, Sergio",PG,Real Madrid
1179,1601,2009,2,35.0,"Summers, DaJuan",PF,Georgetown
1180,1602,2009,2,36.0,"Young, Sam",SF,Pittsburgh
1181,1603,2009,2,37.0,"Blair, DeJuan",PF,Pittsburgh
1182,1604,2009,2,38.0,"Brockman, Jon",PF,Washington
1183,1605,2009,2,39.0,"Jerebko, Jonas",PF,Angelico Biella
1184,1606,2009,2,40.0,"Brown, Derrick",SF,Xavier
1185,1607,2009,2,41.0,"Meeks, Jodie",SG,Kentucky
1186,1608,2009,2,42.0,"Beverley, Patrick",PG,Arkansas
1187,1609,2009,2,43.0,"Thornton, Marcus",SG,LSU
1188,1610,2009,2,44.0,"Budinger, Chase",SF,Arizona
1189,1611,2009,2,45.0,"Calathes, Nick",PG,Florida
1190,1612,2009,2,46.0,"Green, Danny",SF,North Carolina
1191,1613,2009,2,47.0,"Norel, Henk",PF,DKV Joventut
1192,1614,2009,2,48.0,"Griffin, Taylor",SF,Oklahoma
1193,1615,2009,2,49.0,"Gladyr, Sergiy",SG,MBC Mykolaiv
1194,1616,2009,2,50.0,"Suton, Goran",C,Michigan State
1195,1617,2009,2,51.0,"McClinton, Jack",SG,Miami (FL)
1196,1618,2009,2,52.0,"Price, A. J.",PG,Connecticut
1197,1619,2009,2,53.0,"de Colo, Nando",PG,Cholet
1198,1620,2009,2,54.0,"Vaden, Robert",SG,UAB
1199,1621,2009,2,55.0,"Mills, Patty",PG,Saint Mary's
1200,1622,2009,2,56.0,"Nivins, Ahmad",PF,Saint Joseph's
1201,1623,2009,2,57.0,"Preldžič, Emir",PF,Fenerbahçe Ülker
1202,1624,2009,2,58.0,"Hudson, Lester",PG,Tennessee-Martin
1203,1625,2009,2,59.0,"Elonu, Chinemelu",PF,Texas A&M
1204,1626,2009,2,60.0,"Dozier, Robert",SF,Memphis
1205,1627,2010,1,1.0,"Wall, John",PG,Kentucky
1206,1628,2010,1,2.0,"Turner, Evan",SF/SG,Ohio State
1207,1629,2010,1,3.0,"Favors, Derrick",PF,Georgia Tech
1208,1630,2010,1,4.0,"Johnson, Wesley",SF,Syracuse
1209,1631,2010,1,5.0,"Cousins, DeMarcus",C,Kentucky
1210,1632,2010,1,6.0,"Udoh, Ekpe",C,Baylor
1211,1633,2010,1,7.0,"Monroe, Greg",PF,Georgetown
1212,1634,2010,1,8.0,"Aminu, Al-Farouq",SF,Wake Forest
1213,1635,2010,1,9.0,"Hayward, Gordon",SF,Butler
1214,1636,2010,1,10.0,"George, Paul",SF,Fresno State
1215,1637,2010,1,11.0,"Aldrich, Cole",C,Kansas
1216,1638,2010,1,12.0,"Henry, Xavier",SG,Kansas
1217,1639,2010,1,13.0,"Davis, Ed",PF,North Carolina
1218,1640,2010,1,14.0,"Patterson, Patrick",PF,Kentucky
1219,1641,2010,1,15.0,"Sanders, Larry",C,VCU
1220,1642,2010,1,16.0,"Babbitt, Luke",SF,Nevada
1221,1643,2010,1,17.0,"Séraphin, Kévin",PF,Cholet Basket
1222,1644,2010,1,18.0,"Bledsoe, Eric",PG,Kentucky
1223,1645,2010,1,19.0,"Bradley, Avery",SG,Texas
1224,1646,2010,1,20.0,"Anderson, James",SG,Oklahoma State
1225,1647,2010,1,21.0,"Brackins, Craig",PF,Iowa State
1226,1648,2010,1,22.0,"Williams, Elliot",SG,Memphis
1227,1649,2010,1,23.0,"Booker, Trevor",PF,Clemson
1228,1650,2010,1,24.0,"James, Damion",SF,Texas
1229,1651,2010,1,25.0,"Jones, Dominique",SG,USF
1230,1652,2010,1,26.0,"Pondexter, Quincy",SF,Washington
1231,1653,2010,1,27.0,"Crawford, Jordan",SG,Xavier
1232,1654,2010,1,28.0,"Vásquez, Greivis",PG,Maryland
1233,1655,2010,1,29.0,"Orton, Daniel",C,Kentucky
1234,1656,2010,1,30.0,"Hayward, Lazar",SF,Marquette
1235,1657,2010,2,31.0,"Pleiß, Tibor",C,Brose Bamberg
1236,1658,2010,2,32.0,"Pittman, Dexter",C,Texas
1237,1659,2010,2,33.0,"Whiteside, Hassan",C,Marshall
1238,1660,2010,2,34.0,"Johnson, Armon",PG,Nevada
1239,1661,2010,2,35.0,"Bjelica, Nemanja",SF,Red Star Belgrade
1240,1662,2010,2,36.0,"White, Terrico",SG,Ole Miss
1241,1663,2010,2,37.0,"Hobson, Darington",SF,New Mexico
1242,1664,2010,2,38.0,"Rautins, Andy",SG,Syracuse
1243,1665,2010,2,39.0,"Fields, Landry",SG,Stanford
1244,1666,2010,2,40.0,"Stephenson, Lance",SG,Cincinnati
1245,1667,2010,2,41.0,"Varnado, Jarvis",PF,Mississippi State
1246,1668,2010,2,42.0,"Butler, Da'Sean",SF,West Virginia
1247,1669,2010,2,43.0,"Ebanks, Devin",SF,West Virginia
1248,1670,2010,2,44.0,"Jordan, Jerome",C,Tulsa
1249,1671,2010,2,45.0,"Prestes, Paulão",C,CB Murcia
1250,1672,2010,2,46.0,"Lawal, Gani",PF,Georgia Tech
1251,1673,2010,2,47.0,"Gallon, Tiny",PF,Oklahoma
1252,1674,2010,2,48.0,"Williams, Latavious",SF,Tulsa 66ers
1253,1675,2010,2,49.0,"Richards, Ryan",PF,CB Gran Canaria
1254,1676,2010,2,50.0,"Alabi, Solomon",C,Florida State
1255,1677,2010,2,51.0,"Rolle, Magnum",PF,Louisiana Tech
1256,1678,2010,2,52.0,"Harangody, Luke",PF,Notre Dame
1257,1679,2010,2,53.0,"Sy, Pape",SF,STB Le Havre
1258,1680,2010,2,54.0,"Warren, Willie",PG,Oklahoma
1259,1681,2010,2,55.0,"Evans, Jeremy",PF,WKU
1260,1682,2010,2,56.0,"Ndiaye, Hamady",C,Rutgers
1261,1683,2010,2,57.0,"Reid, Ryan",PF,Florida State
1262,1684,2010,2,58.0,"Caracter, Derrick",PF,UTEP
1263,1685,2010,2,59.0,"Robinson, Stanley",SF,Connecticut
1264,1686,2010,2,60.0,"Collins, Dwayne",PF,Miami
1265,1687,2011,1,1.0,"Irving, Kyrie",PG,Duke
1266,1688,2011,1,2.0,"Williams, Derrick",SF/PF,Arizona
1267,1689,2011,1,3.0,"Kanter, Enes",C,Kentucky
1268,1690,2011,1,4.0,"Thompson, Tristan",C/PF,Texas
1269,1691,2011,1,5.0,"Valančiūnas, Jonas",C,Lietuvos rytas Vilnius
1270,1692,2011,1,6.0,"Veselý, Jan",PF,Partizan Belgrade
1271,1693,2011,1,7.0,"Biyombo, Bismack",C,Fuenlabrada
1272,1694,2011,1,8.0,"Knight, Brandon",PG,Kentucky
1273,1695,2011,1,9.0,"Walker, Kemba",PG,Connecticut
1274,1696,2011,1,10.0,"Fredette, Jimmer",PG/SG,BYU
1275,1697,2011,1,11.0,"Thompson, Klay",SG,Washington State
1276,1698,2011,1,12.0,"Burks, Alec",SG,Colorado
1277,1699,2011,1,13.0,"Morris, Markieff",PF,Kansas
1278,1700,2011,1,14.0,"Morris, Marcus",PF/SF,Kansas
1279,1701,2011,1,15.0,"Leonard, Kawhi",SF,San Diego State
1280,1702,2011,1,16.0,"Vučević, Nikola",C,USC
1281,1703,2011,1,17.0,"Shumpert, Iman",SG,Georgia Tech
1282,1704,2011,1,18.0,"Singleton, Chris",SF,Florida State
1283,1705,2011,1,19.0,"Harris, Tobias",SF,Tennessee
1284,1706,2011,1,20.0,"Motiejūnas, Donatas",PF,Benetton Treviso
1285,1707,2011,1,21.0,"Smith, Nolan",PG,Duke
1286,1708,2011,1,22.0,"Faried, Kenneth",PF,Morehead State
1287,1709,2011,1,23.0,"Mirotić, Nikola",PF,Real Madrid
1288,1710,2011,1,24.0,"Jackson, Reggie",PG,Boston College
1289,1711,2011,1,25.0,"Brooks, MarShon",SG,Providence
1290,1712,2011,1,26.0,"Hamilton, Jordan",SG,Texas
1291,1713,2011,1,27.0,"Johnson, JaJuan",PF,Purdue
1292,1714,2011,1,28.0,"Cole, Norris",PG,Cleveland State
1293,1715,2011,1,29.0,"Joseph, Cory",PG,Texas
1294,1716,2011,1,30.0,"Butler, Jimmy",SG,Marquette
1295,1717,2011,2,31.0,"Bogdanović, Bojan",SF/SG,Cibona Zagreb
1296,1718,2011,2,32.0,"Harper, Justin",PF,Richmond
1297,1719,2011,2,33.0,"Singler, Kyle",SF,Duke
1298,1720,2011,2,34.0,"Mack, Shelvin",PG,Butler
1299,1721,2011,2,35.0,"Honeycutt, Tyler",SF,UCLA
1300,1722,2011,2,36.0,"Williams, Jordan",PF,Maryland
1301,1723,2011,2,37.0,"Thompkins, Trey",PF,Georgia
1302,1724,2011,2,38.0,"Parsons, Chandler",SF,Florida
1303,1725,2011,2,39.0,"Tyler, Jeremy",PF,Tokyo Apache
1304,1726,2011,2,40.0,"Leuer, Jon",PF,Wisconsin
1305,1727,2011,2,41.0,"Morris, Darius",PG,Michigan
1306,1728,2011,2,42.0,"Bertāns, Dāvis",SF,Union Olimpija
1307,1729,2011,2,43.0,"Lee, Malcolm",SG,UCLA
1308,1730,2011,2,44.0,"Jenkins, Charles",PG,Hofstra
1309,1731,2011,2,45.0,"Harrellson, Josh",C,Kentucky
1310,1732,2011,2,46.0,"Goudelock, Andrew",PG,College of Charleston
1311,1733,2011,2,47.0,"Leslie, Travis",SG,Georgia
1312,1734,2011,2,48.0,"Benson, Keith",C,Oakland
1313,1735,2011,2,49.0,"Selby, Josh",PG,Kansas
1314,1736,2011,2,50.0,"Allen, Lavoy",PF,Temple
1315,1737,2011,2,51.0,"Diebler, Jon",SG,Ohio State
1316,1738,2011,2,52.0,"Macklin, Vernon",PF,Florida
1317,1739,2011,2,53.0,"Liggins, DeAndre",SG,Kentucky
1318,1740,2011,2,54.0,"Macvan, Milan",PF,Maccabi Tel Aviv
1319,1741,2011,2,55.0,"Moore, Etwaun",SG,Purdue
1320,1742,2011,2,56.0,"Maduabum, Chukwudiebere",PF,Bakersfield Jam
1321,1743,2011,2,57.0,"Ngombo, Tanguy",SF,Al Rayyan
1322,1744,2011,2,58.0,"Majok, Ater",PF,Gold Coast Blaze
1323,1745,2011,2,59.0,"Hanga, Ádám",SG,Albacomp
1324,1746,2011,2,60.0,"Thomas, Isaiah",PG,Washington
1325,1747,2012,1,1.0,"Davis, Anthony",PF/C,Kentucky
1326,1748,2012,1,2.0,"Kidd-Gilchrist, Michael",SF,Kentucky
1327,1749,2012,1,3.0,"Beal, Bradley",SG,Florida
1328,1750,2012,1,4.0,"Waiters, Dion",SG,Syracuse
1329,1751,2012,1,5.0,"Robinson, Thomas",PF,Kansas
1330,1752,2012,1,6.0,"Lillard, Damian",PG,Weber St.
1331,1753,2012,1,7.0,"Barnes, Harrison",SF,North Carolina
1332,1754,2012,1,8.0,"Ross, Terrence",SG,Washington
1333,1755,2012,1,9.0,"Drummond, Andre",C,Connecticut
1334,1756,2012,1,10.0,"Rivers, Austin",SG,Duke
1335,1757,2012,1,11.0,"Leonard, Meyers",C,Illinois
1336,1758,2012,1,12.0,"Lamb, Jeremy",SG,Connecticut
1337,1759,2012,1,13.0,"Marshall, Kendall",PG,North Carolina
1338,1760,2012,1,14.0,"Henson, John",PF,North Carolina
1339,1761,2012,1,15.0,"Harkless, Maurice",SF,St. John's
1340,1762,2012,1,16.0,"White, Royce",PF,Iowa St.
1341,1763,2012,1,17.0,"Zeller, Tyler",C,North Carolina
1342,1764,2012,1,18.0,"Jones, Terrence",PF,Kentucky
1343,1765,2012,1,19.0,"Nicholson, Andrew",PF,St. Bonaventure
1344,1766,2012,1,20.0,"Fournier, Evan",SG,Poitiers Basket
1345,1767,2012,1,21.0,"Sullinger, Jared",PF,Ohio St.
1346,1768,2012,1,22.0,"Melo, Fab",C,Syracuse
1347,1769,2012,1,23.0,"Jenkins, John",SG,Vanderbilt
1348,1770,2012,1,24.0,"Cunningham, Jared",SG,Oregon St.
1349,1771,2012,1,25.0,"Wroten, Tony",PG,Washington
1350,1772,2012,1,26.0,"Plumlee, Miles",C,Duke
1351,1773,2012,1,27.0,"Moultrie, Arnett",PF,Mississippi St.
1352,1774,2012,1,28.0,"Jones III, Perry",SF,Baylor
1353,1775,2012,1,29.0,"Teague, Marquis",PG,Kentucky
1354,1776,2012,1,30.0,"Ezeli, Festus",C,Vanderbilt
1355,1777,2012,2,31.0,"Taylor, Jeffery",SF,Vanderbilt
1356,1778,2012,2,32.0,"Satoranský, Tomáš",SG,Banca Cívica Sevilla
1357,1779,2012,2,33.0,"James, Bernard",C,Florida St.
1358,1780,2012,2,34.0,"Crowder, Jae",SF,Marquette
1359,1781,2012,2,35.0,"Green, Draymond",PF,Michigan St.
1360,1782,2012,2,36.0,"Johnson, Orlando",SG,UC Santa Barbara
1361,1783,2012,2,37.0,"Acy, Quincy",PF,Baylor
1362,1784,2012,2,38.0,"Miller, Quincy",SF,Baylor
1363,1785,2012,2,39.0,"Middleton, Khris",SF,Texas A&M
1364,1786,2012,2,40.0,"Barton, Will",SG,Memphis
1365,1787,2012,2,41.0,"Taylor, Tyshawn",PG,Kansas
1366,1788,2012,2,42.0,"Lamb, Doron",SG,Kentucky
1367,1789,2012,2,43.0,"Scott, Mike",PF,Virginia
1368,1790,2012,2,44.0,"English, Kim",SG,Missouri
1369,1791,2012,2,45.0,"Hamilton, Justin",C,LSU
1370,1792,2012,2,46.0,"Miller, Darius",SF,Kentucky
1371,1793,2012,2,47.0,"Murphy, Kevin",SG,Tennessee Tech
1372,1794,2012,2,48.0,"Papanikolaou, Kostas",SF,Olympiacos
1373,1795,2012,2,49.0,"O'Quinn, Kyle",PF,Norfolk St.
1374,1796,2012,2,50.0,"Turkyilmaz, Izzet",PF,Banvit
1375,1797,2012,2,51.0,"Joseph, Kris",SF,Syracuse
1376,1798,2012,2,52.0,"Kuzmić, Ognjen",C,Clinicas Rincón
1377,1799,2012,2,53.0,"Aldemir, Furkan",PF,Galatasaray
1378,1800,2012,2,54.0,"Shengelia, Tornike",SF,Spirou Charleroi
1379,1801,2012,2,55.0,"Johnson-Odom, Darius",SG,Marquette
1380,1802,2012,2,56.0,"Zubčić, Tomislav",PF,Cibona Zagreb
1381,1803,2012,2,57.0,"Karaman, İlkan",PF,Pınar Karşıyaka
1382,1804,2012,2,58.0,"Hummel, Robbie",SF,Purdue
1383,1805,2012,2,59.0,"Denmon, Marcus",PG,Missouri
1384,1806,2012,2,60.0,"Sacre, Robert",C,Gonzaga
1385,1807,2013,1,1.0,"Bennett, Anthony",PF/SF,UNLV
1386,1808,2013,1,2.0,"Oladipo, Victor",SG/PG,Indiana
1387,1809,2013,1,3.0,"Porter, Otto",SF,Georgetown
1388,1810,2013,1,4.0,"Zeller, Cody",C/PF,Indiana
1389,1811,2013,1,5.0,"Len, Alex",C,Maryland
1390,1812,2013,1,6.0,"Noel, Nerlens",C,Kentucky
1391,1813,2013,1,7.0,"McLemore, Ben",SG,Kansas
1392,1814,2013,1,8.0,"Caldwell-Pope, Kentavious",SG,Georgia
1393,1815,2013,1,9.0,"Burke, Trey",PG,Michigan
1394,1816,2013,1,10.0,"McCollum, C. J.",SG,Lehigh
1395,1817,2013,1,11.0,"Carter-Williams, Michael",PG,Syracuse
1396,1818,2013,1,12.0,"Adams, Steven",C,Pittsburgh
1397,1819,2013,1,13.0,"Olynyk, Kelly",C,Gonzaga
1398,1820,2013,1,14.0,"Muhammad, Shabazz",SG/SF,UCLA
1399,1821,2013,1,15.0,"Antetokounmpo, Giannis",SF/PF,Filathlitikos
1400,1822,2013,1,16.0,"Nogueira, Lucas",C,Estudiantes
1401,1823,2013,1,17.0,"Schröder, Dennis",PG,Phantoms Braunschweig
1402,1824,2013,1,18.0,"Larkin, Shane",PG,Miami (FL)
1403,1825,2013,1,19.0,"Karasev, Sergey",SG/SF,Triumph Lyubertsy
1404,1826,2013,1,20.0,"Snell, Tony",SF,New Mexico
