,index,year,round,pick,player,position,school
1405,1827,2013,1,21.0,"Dieng, Gorgui",C,Louisville
1406,1828,2013,1,22.0,"Plumlee, Mason",C,Duke
1407,1829,2013,1,23.0,"Hill, Solomon",SF,Arizona
1408,1830,2013,1,24.0,"Hardaway Jr., Tim",SG,Michigan
1409,1831,2013,1,25.0,"Bullock, Reggie",SF,North Carolina
1410,1832,2013,1,26.0,"Roberson, André",SG/SF,Colorado
1411,1833,2013,1,27.0,"Gobert, Rudy",C,Cholet Basket
1412,1834,2013,1,28.0,"Jean-Charles, Livio",SF,ASVEL Basket
1413,1835,2013,1,29.0,"Goodwin, Archie",SG,Kentucky
1414,1836,2013,1,30.0,"Nedović, Nemanja",PG,Lietuvos Rytas
1415,1837,2013,2,31.0,"Crabbe, Allen",SG,California
1416,1838,2013,2,32.0,"Abrines, Álex",SG/SF,FC Barcelona
1417,1839,2013,2,33.0,"Felix, Carrick",SG,Arizona State
1418,1840,2013,2,34.0,"Canaan, Isaiah",PG,Murray State
1419,1841,2013,2,35.0,"Rice Jr., Glen",SG,Rio Grande Valley Vipers
1420,1842,2013,2,36.0,"McCallum Jr., Ray",PG,Detroit
1421,1843,2013,2,37.0,"Mitchell, Tony",PF,North Texas
1422,1844,2013,2,38.0,"Wolters, Nate",PG,South Dakota State
1423,1845,2013,2,39.0,"Withey, Jeff",C,Kansas
1424,1846,2013,2,40.0,"Jerrett, Grant",PF,Arizona
1425,1847,2013,2,41.0,"Franklin, Jamaal",SG,San Diego State
1426,1848,2013,2,42.0,"Jackson, Pierre",PG,Baylor
1427,1849,2013,2,43.0,"Ledo, Ricky",SG,Providence
1428,1850,2013,2,44.0,"Muscala, Mike",C,Bucknell
1429,1851,2013,2,45.0,"Todorović, Marko",PF/C,FC Barcelona
1430,1852,2013,2,46.0,"Green, Erick",PG,Virginia Tech
1431,1853,2013,2,47.0,"Neto, Raul",PG,Gipuzkoa Basket
1432,1854,2013,2,48.0,"Kelly, Ryan",PF,Duke
1433,1855,2013,2,49.0,"Murphy, Erik",PF,Florida
1434,1856,2013,2,50.0,"Ennis, James",SF,Long Beach State
1435,1857,2013,2,51.0,"Osby, Romero",PF,Oklahoma
1436,1858,2013,2,52.0,"Brown, Lorenzo",PG,NC State
1437,1859,2013,2,53.0,"Iverson, Colton",C,Colorado State
1438,1860,2013,2,54.0,"Kazemi, Arsalan",PF,Oregon
1439,1861,2013,2,55.0,"Lauvergne, Joffrey",C,Partizan Belgrade
1440,1862,2013,2,56.0,"Siva, Peyton",PG,Louisville
1441,1863,2013,2,57.0,"Oriakhi, Alex",C,Missouri
1442,1864,2013,2,58.0,"Thomas, Deshaun",SF,Ohio State
1443,1865,2013,2,59.0,"Dubljević, Bojan",PF,Valencia Basket
1444,1866,2013,2,60.0,"Timma, Jānis",SF,BK Ventspils
1445,1867,2014,1,1.0,"Wiggins, Andrew",SF/SG,Kansas
1446,1868,2014,1,2.0,"Parker, Jabari",SF/PF,Duke
1447,1869,2014,1,3.0,"Embiid, Joel",C,Kansas
1448,1870,2014,1,4.0,"Gordon, Aaron",PF,Arizona
1449,1871,2014,1,5.0,"Exum, Dante",PG/SG,Australian Institute of Sport
1450,1872,2014,1,6.0,"Smart, Marcus",PG,Oklahoma State
1451,1873,2014,1,7.0,"Randle, Julius",PF,Kentucky
1452,1874,2014,1,8.0,"Stauskas, Nik",SG,Michigan
1453,1875,2014,1,9.0,"Vonleh, Noah",PF,Indiana
1454,1876,2014,1,10.0,"Payton, Elfrid",PG,Louisiana–Lafayette
1455,1877,2014,1,11.0,"McDermott, Doug",SF,Creighton
1456,1878,2014,1,12.0,"Saric, Dario",SF/PF,Cibona Zagreb
1457,1879,2014,1,13.0,"LaVine, Zach",SG,UCLA
1458,1880,2014,1,14.0,"Warren, T. J.",SF,North Carolina State
1459,1881,2014,1,15.0,"Payne, Adreian",PF,Michigan State
1460,1882,2014,1,16.0,"Nurkić, Jusuf",C,Cedevita Zagreb
1461,1883,2014,1,17.0,"Young, James",SG/SF,Kentucky
1462,1884,2014,1,18.0,"Ennis, Tyler",PG,Syracuse
1463,1885,2014,1,19.0,"Harris, Gary",SG,Michigan State
1464,1886,2014,1,20.0,"Caboclo, Bruno",SF,EC Pinheiros
1465,1887,2014,1,21.0,"McGary, Mitch",PF,Michigan
1466,1888,2014,1,22.0,"Adams, Jordan",SG,UCLA
1467,1889,2014,1,23.0,"Hood, Rodney",SG,Duke
1468,1890,2014,1,24.0,"Napier, Shabazz",PG,Connecticut
1469,1891,2014,1,25.0,"Capela, Clint",C,Élan Chalon
1470,1892,2014,1,26.0,"Hairston, P. J.",SG,Texas Legends
1471,1893,2014,1,27.0,"Bogdanović, Bogdan",SG,Partizan Belgrade
1472,1894,2014,1,28.0,"Wilcox, C. J.",SG,Washington
1473,1895,2014,1,29.0,"Huestis, Josh",SF/PF,Stanford
1474,1896,2014,1,30.0,"Anderson, Kyle",SF,UCLA
1475,1897,2014,2,31.0,"Inglis, Damien",SF,Chorale Roanne
1476,1898,2014,2,32.0,"McDaniels, K. J.",SF,Clemson
1477,1899,2014,2,33.0,"Harris, Joe",SG,Virginia
1478,1900,2014,2,34.0,"Early, Cleanthony",SF,Wichita State
1479,1901,2014,2,35.0,"Stokes, Jarnell",PF,Tennessee
1480,1902,2014,2,36.0,"O'Bryant III, Johnny",PF,Louisiana State
1481,1903,2014,2,37.0,"Daniels, DeAndre",SF,Connecticut
1482,1904,2014,2,38.0,"Dinwiddie, Spencer",PG/SG,Colorado
1483,1905,2014,2,39.0,"Grant, Jerami",SF,Syracuse
1484,1906,2014,2,40.0,"Robinson III, Glenn",SF,Michigan
1485,1907,2014,2,41.0,"Jokić, Nikola",PF/C,Mega Vizura
1486,1908,2014,2,42.0,"Johnson, Nick",PG/SG,Arizona
1487,1909,2014,2,43.0,"Tavares, Walter",C,CB Gran Canaria
1488,1910,2014,2,44.0,"Brown, Markel",SG,Oklahoma State
1489,1911,2014,2,45.0,"Powell, Dwight",PF,Stanford
1490,1912,2014,2,46.0,"Clarkson, Jordan",PG,Missouri
1491,1913,2014,2,47.0,"Smith, Russ",PG/SG,Louisville
1492,1914,2014,2,48.0,"Patterson, Lamar",SG/SF,Pittsburgh
1493,1915,2014,2,49.0,"Bairstow, Cameron",PF/C,New Mexico
1494,1916,2014,2,50.0,"Brown, Alec",C,Green Bay
1495,1917,2014,2,51.0,"Antetokounmpo, Thanasis",SF,Delaware 87ers
1496,1918,2014,2,52.0,"Micić, Vasilije",PG,Mega Vizura
1497,1919,2014,2,53.0,"Gentile, Alessandro",SF,Olimpia Milano
1498,1920,2014,2,54.0,"Dangubić, Nemanja",SG,Mega Vizura
1499,1921,2014,2,55.0,"Christon, Semaj",PG,Xavier
1500,1922,2014,2,56.0,"Marble, Devyn",SG/SF,Iowa
1501,1923,2014,2,57.0,"Labeyrie, Louis",PF/C,Paris-Levallois Basket
1502,1924,2014,2,58.0,"McRae, Jordan",SG,Tennessee
1503,1925,2014,2,59.0,"Thames, Xavier",PG/SG,San Diego State
1504,1926,2014,2,60.0,"Jefferson, Cory",PF,Baylor
1505,1927,2015,1,1.0,"Towns, Karl-Anthony",C,Kentucky
1506,1928,2015,1,2.0,"Russell, D'Angelo",PG,Ohio State
1507,1929,2015,1,3.0,"Okafor, Jahlil",C,Duke
1508,1930,2015,1,4.0,"Porziņģis, Kristaps",PF/C,Baloncesto Sevilla
1509,1931,2015,1,5.0,"Hezonja, Mario",SG/SF,FC Barcelona
1510,1932,2015,1,6.0,"Cauley-Stein, Willie",C,Kentucky
1511,1933,2015,1,7.0,"Mudiay, Emmanuel",PG,Guangdong Southern Tigers
1512,1934,2015,1,8.0,"Johnson, Stanley",SF,Arizona
1513,1935,2015,1,9.0,"Kaminsky, Frank",C,Wisconsin
1514,1936,2015,1,10.0,"Winslow, Justise",SF,Duke
1515,1937,2015,1,11.0,"Turner, Myles",C,Texas
1516,1938,2015,1,12.0,"Lyles, Trey",PF,Kentucky
1517,1939,2015,1,13.0,"Booker, Devin",SG,Kentucky
1518,1940,2015,1,14.0,"Payne, Cameron",PG,Murray State
1519,1941,2015,1,15.0,"Oubre Jr., Kelly",SG,Kansas
1520,1942,2015,1,16.0,"Rozier, Terry",PG,Louisville
1521,1943,2015,1,17.0,"Vaughn, Rashad",SG,UNLV
1522,1944,2015,1,18.0,"Dekker, Sam",SF,Wisconsin
1523,1945,2015,1,19.0,"Grant, Jerian",PG,Notre Dame
1524,1946,2015,1,20.0,"Wright, Delon",PG,Utah
1525,1947,2015,1,21.0,"Anderson, Justin",SF,Virginia
1526,1948,2015,1,22.0,"Portis, Bobby",PF,Arkansas
1527,1949,2015,1,23.0,"Hollis-Jefferson, Rondae",SF,Arizona
1528,1950,2015,1,24.0,"Jones, Tyus",PG,Duke
1529,1951,2015,1,25.0,"Martin, Jarell",PF,LSU
1530,1952,2015,1,26.0,"Milutinov, Nikola",C,Partizan Belgrade
1531,1953,2015,1,27.0,"Nance Jr., Larry",PF,Wyoming
1532,1954,2015,1,28.0,"Hunter, R. J.",SG,Georgia State
1533,1955,2015,1,29.0,"McCullough, Chris",PF,Syracuse
1534,1956,2015,1,30.0,"Looney, Kevon",PF,UCLA
1535,1957,2015,2,31.0,"Osman, Cedi",SG/SF,Anadolu Efes
1536,1958,2015,2,32.0,"Harrell, Montrezl",PF,Louisville
1537,1959,2015,2,33.0,"Mickey, Jordan",PF,LSU
1538,1960,2015,2,34.0,"Brown, Anthony",SF,Stanford
1539,1961,2015,2,35.0,"Hernangómez, Willy",C,Baloncesto Sevilla
1540,1962,2015,2,36.0,"Christmas, Rakeem",PF/C,Syracuse
1541,1963,2015,2,37.0,"Holmes, Richaun",SF/PF,Bowling Green
1542,1964,2015,2,38.0,"Hilliard, Darrun",SG,Villanova
1543,1965,2015,2,39.0,"Vaulet, Juan Pablo",SF,Estudiantes de Bahía
1544,1966,2015,2,40.0,"Richardson, Josh",SG,Tennessee
1545,1967,2015,2,41.0,"Connaughton, Pat",SF,Notre Dame
1546,1968,2015,2,42.0,"Hanlan, Olivier",PG,Boston College
1547,1969,2015,2,43.0,"Young, Joseph",PG,Oregon
1548,1970,2015,2,44.0,"Harrison, Andrew",PG,Kentucky
1549,1971,2015,2,45.0,"Thornton, Marcus",PG,William & Mary
1550,1972,2015,2,46.0,"Powell, Norman",SG,UCLA
1551,1973,2015,2,47.0,"Gudaitis, Artūras",C,Žalgiris Kaunas
1552,1974,2015,2,48.0,"Johnson, Dakari",C,Kentucky
1553,1975,2015,2,49.0,"White, Aaron",PF,Iowa
1554,1976,2015,2,50.0,"Eriksson, Marcus",SG,FC Barcelona
1555,1977,2015,2,51.0,"Harvey, Tyler",PG,Eastern Washington
1556,1978,2015,2,52.0,"Bhamara, Satnam Singh",C,IMG Academy
1557,1979,2015,2,53.0,"Pointer, Sir'Dominic",SF,St. John's
1558,1980,2015,2,54.0,"Díez, Dani",SF,Gipuzkoa Basket
1559,1981,2015,2,55.0,"Lalanne, Cady",PF,Massachusetts
1560,1982,2015,2,56.0,"Dawson, Branden",SF,Michigan State
1561,1983,2015,2,57.0,"Radičević, Nikola",PG,Baloncesto Sevilla
1562,1984,2015,2,58.0,"Tokoto, J. P.",SG/SF,North Carolina
1563,1985,2015,2,59.0,"Agravanis, Dimitrios",PF,Olympiacos
1564,1986,2015,2,60.0,"Mitrović, Luka",PF,Red Star Belgrade
1565,1987,2016,1,1.0,"Simmons, Ben",PF/PG,LSU
1566,1988,2016,1,2.0,"Ingram, Brandon",SF,Duke
1567,1989,2016,1,3.0,"Brown, Jaylen",SF/SG,California
1568,1990,2016,1,4.0,"Bender, Dragan",PF/C,Maccabi FOX Tel Aviv
1569,1991,2016,1,5.0,"Dunn, Kris",PG,Providence
1570,1992,2016,1,6.0,"Hield, Buddy",SG,Oklahoma
1571,1993,2016,1,7.0,"Murray, Jamal",SG/PG,Kentucky
1572,1994,2016,1,8.0,"Chriss, Marquese",PF,Washington
1573,1995,2016,1,9.0,Poeltl,C,Utah
1574,1996,2016,1,10.0,"Maker, Thon",PF,Orangeville Prep
1575,1997,2016,1,11.0,"Sabonis, Domantas",PF/C,Gonzaga
1576,1998,2016,1,12.0,"Prince, Taurean",PF,Baylor
1577,1999,2016,1,13.0,"Papagiannis, Georgios",C,Panathinaikos
1578,2000,2016,1,14.0,"Valentine, Denzel",SG/SF,Michigan State
1579,2001,2016,1,15.0,"Hernangómez, Juan",SF/PF,Movistar Estudiantes
1580,2002,2016,1,16.0,"Yabusele, Guerschon",PF,Rouen Métropole
1581,2003,2016,1,17.0,"Baldwin IV, Wade",PG,Vanderbilt
1582,2004,2016,1,18.0,"Ellenson, Henry",PF,Marquette
1583,2005,2016,1,19.0,"Beasley, Malik",SG,Florida State
1584,2006,2016,1,20.0,"LeVert, Caris",SG,Michigan
1585,2007,2016,1,21.0,"Bembry, DeAndre'",SF,Saint Joseph's
1586,2008,2016,1,22.0,"Richardson, Malachi",SG,Syracuse
1587,2009,2016,1,23.0,"Žižić, Ante",C,KK Cibona
1588,2010,2016,1,24.0,"Luwawu-Cabarrot, Timothé",SG/SF,Mega Leks
1589,2011,2016,1,25.0,"Johnson, Brice",PF,North Carolina
1590,2012,2016,1,26.0,"Korkmaz, Furkan",SG/SF,Anadolu Efes
1591,2013,2016,1,27.0,"Siakam, Pascal",PF,New Mexico State
1592,2014,2016,1,28.0,"Labissière, Skal",PF/C,Kentucky
1593,2015,2016,1,29.0,"Murray, Dejounte",PG/SG,Washington
1594,2016,2016,1,30.0,"Jones, Damian",C,Vanderbilt
1595,2017,2016,2,31.0,"Davis, Deyonta",PF/C,Michigan State
1596,2018,2016,2,32.0,"Zubac, Ivica",C,Mega Leks
1597,2019,2016,2,33.0,"Diallo, Cheick",PF/C,Kansas
1598,2020,2016,2,34.0,"Ulis, Tyler",PG,Kentucky
1599,2021,2016,2,35.0,"Zagorac, Rade",SG/SF,Mega Leks
1600,2022,2016,2,36.0,"Brogdon, Malcolm",PG/SG,Virginia
1601,2023,2016,2,37.0,"Onuaku, Chinanu",PF/C,Louisville
1602,2024,2016,2,38.0,"McCaw, Patrick",SG/SF,UNLV
1603,2025,2016,2,39.0,"Michineau, David",PG,Elan !
1604,2026,2016,2,40.0,"Stone, Diamond",C,Maryland
1605,2027,2016,2,41.0,"Zimmerman, Stephen",PF/C,UNLV
1606,2028,2016,2,42.0,"Whitehead, Isaiah",PG/SG,Seton Hall
1607,2029,2016,2,43.0,"Zhou Qi,",C,Xinjiang Flying Tigers
1608,2030,2016,2,44.0,"Cordinier, Isaia",SG,ASC Denain-Voltaire
1609,2031,2016,2,45.0,"Jackson, Demetrius",PG,Notre Dame
1610,2032,2016,2,46.0,"Hammons, A. J.",C,Purdue
1611,2033,2016,2,47.0,"Layman, Jake",SF,Maryland
1612,2034,2016,2,48.0,"Zipser, Paul",SG/SF,FC Bayern Munich
1613,2035,2016,2,49.0,"Gbinije, Michael",SF,Syracuse
1614,2036,2016,2,50.0,"Niang, Georges",PF,Iowa State
1615,2037,2016,2,51.0,"Bentil, Ben",PF,Providence
1616,2038,2016,2,52.0,"Bolomboy, Joel",PF/C,Weber State
1617,2039,2016,2,53.0,"Cornelie, Petr",PF,Le Mans Sarthe
1618,2040,2016,2,54.0,"Felder, Kay",PG,Oakland
1619,2041,2016,2,55.0,"Paige, Marcus",PG,North Carolina
1620,2042,2016,2,56.0,"Hamilton, Daniel",SG/SF,Connecticut
1621,2043,2016,2,57.0,"Wang Zhelin,",C,Fujian Sturgeons
1622,2044,2016,2,58.0,"Nader, Abdel",SF,Iowa State
1623,2045,2016,2,59.0,"Cousins, Isaiah",PG/SG,Oklahoma
1624,2046,2016,2,60.0,"Wallace, Tyrone",PG,California
1625,2047,2017,1,1.0,"Fultz, Markelle",PG/SG,Washington
1626,2048,2017,1,2.0,"Ball, Lonzo",PG,UCLA
1627,2049,2017,1,3.0,"Tatum, Jayson",SF,Duke
1628,2050,2017,1,4.0,"Jackson, Josh",SF,Kansas
1629,2051,2017,1,5.0,"Fox, De'Aaron",PG,Kentucky
1630,2052,2017,1,6.0,"Isaac, Jonathan",SF/PF,Florida State
1631,2053,2017,1,7.0,"Markkanen, Lauri",PF,Arizona
1632,2054,2017,1,8.0,"Ntilikina, Frank",PG,SIG Strasbourg
1633,2055,2017,1,9.0,"Smith Jr., Dennis",PG,NC State
1634,2056,2017,1,10.0,"Collins, Zach",C/PF,Gonzaga
1635,2057,2017,1,11.0,"Monk, Malik",SG,Kentucky
1636,2058,2017,1,12.0,"Kennard, Luke",SG,Duke
1637,2059,2017,1,13.0,"Mitchell, Donovan",SG,Louisville
1638,2060,2017,1,14.0,"Adebayo, Bam",PF/C,Kentucky
1639,2061,2017,1,15.0,"Jackson, Justin",SF,North Carolina
1640,2062,2017,1,16.0,"Patton, Justin",C,Creighton
1641,2063,2017,1,17.0,"Wilson, D. J.",PF/SF,Michigan
1642,2064,2017,1,18.0,"Leaf, T. J.",PF,UCLA
1643,2065,2017,1,19.0,"Collins, John",PF,Wake Forest
1644,2066,2017,1,20.0,"Giles, Harry",PF/C,Duke
1645,2067,2017,1,21.0,"Ferguson, Terrance",SG,Adelaide 36ers
1646,2068,2017,1,22.0,"Allen, Jarrett",C,Texas
1647,2069,2017,1,23.0,"Anunoby, OG",SF,Indiana
1648,2070,2017,1,24.0,"Lydon, Tyler",PF,Syracuse
1649,2071,2017,1,25.0,"Pasečņiks, Anžejs",C,Herbalife Gran Canaria
1650,2072,2017,1,26.0,"Swanigan, Caleb",PF,Purdue
1651,2073,2017,1,27.0,"Kuzma, Kyle",PF,Utah
1652,2074,2017,1,28.0,"Bradley, Tony",PF/C,North Carolina
1653,2075,2017,1,29.0,"White, Derrick",PG/SG,Colorado
1654,2076,2017,1,30.0,"Hart, Josh",SG,Villanova
1655,2077,2017,2,31.0,"Jackson, Frank",PG,Duke
1656,2078,2017,2,32.0,"Reed, Davon",SG,Miami
1657,2079,2017,2,33.0,"Iwundu, Wes",SF,Kansas State
1658,2080,2017,2,34.0,"Mason III, Frank",PG,Kansas
1659,2081,2017,2,35.0,"Rabb, Ivan",PF,California
1660,2082,2017,2,36.0,"Bolden, Jonah",PF,FMP Beograd
1661,2083,2017,2,37.0,"Ojeleye, Semi",SF/PF,SMU
1662,2084,2017,2,38.0,"Bell, Jordan",PF,Oregon
1663,2085,2017,2,39.0,"Evans, Jawun",PG,Oklahoma State
1664,2086,2017,2,40.0,"Bacon, Dwayne",SG,Florida State
1665,2087,2017,2,41.0,"Dorsey, Tyler",SG,Oregon
1666,2088,2017,2,42.0,"Bryant, Thomas",PF,Indiana
1667,2089,2017,2,43.0,"Hartenstein, Isaiah",PF/C,Žalgiris Kaunas
1668,2090,2017,2,44.0,"Dotson, Damyean",SG,Houston
1669,2091,2017,2,45.0,"Brooks, Dillon",SF,Oregon
1670,2092,2017,2,46.0,"Brown, Sterling",SG,SMU
1671,2093,2017,2,47.0,"Anigbogu, Ike",C,UCLA
1672,2094,2017,2,48.0,"Thornwell, Sindarius",SG,South Carolina
1673,2095,2017,2,49.0,"Čančar, Vlatko",SF,Mega Leks
1674,2096,2017,2,50.0,"Lessort, Mathias",PF/C,Nanterre 92
1675,2097,2017,2,51.0,"Morris, Monté",PG,Iowa State
1676,2098,2017,2,52.0,"Sumner, Edmond",PG,Xavier
1677,2099,2017,2,53.0,"Allen, Kadeem",SG,Arizona
1678,2100,2017,2,54.0,"Peters, Alec",SF,Valparaiso
1679,2101,2017,2,55.0,"Williams-Goss, Nigel",PG,Gonzaga
1680,2102,2017,2,56.0,"Bird, Jabari",SG,California
1681,2103,2017,2,57.0,"Vezenkov, Sasha",PF,FC Barcelona Lassa
1682,2104,2017,2,58.0,"Jaramaz, Ognjen",PG,Mega Leks
1683,2105,2017,2,59.0,"Blossomgame, Jaron",SF,Clemson
1684,2106,2017,2,60.0,"Kaba, Alpha",PF/C,Mega Leks
1685,2107,2018,1,1.0,DeAndre Ayton,C,Arizona
1686,2108,2018,1,2.0,Jaren Jackson Jr.,PF,Michigan St.
1687,2109,2018,1,3.0,Michael Porter,SF,Missouri
1688,2110,2018,1,4.0,Marvin Bagley,PF,Duke
1689,2111,2018,1,5.0,Luka Doncic,SG/SF,Slovenia
1690,2112,2018,1,6.0,Wendell Carter,PF/C,Duke
1691,2113,2018,1,7.0,Trae Young,PG,Oklahoma
1692,2114,2018,1,8.0,Mohamed Bamba,C,Texas
1693,2115,2018,1,9.0,Collin Sexton,PG,Alabama
1694,2116,2018,1,10.0,Kevin Knox,SF/PF,Kentucky
1695,2117,2018,1,11.0,Mikal Bridges,SG/SF,Villanova
1696,2118,2018,1,12.0,Miles Bridges,SF/PF,Michigan St.
1697,2119,2018,1,13.0,Shai Gilgeous-Al...,PG,Kentucky
1698,2120,2018,1,14.0,Robert Williams,PF/C,Texas A&M
1699,2121,2018,1,15.0,Gary Trent Jr.,SG,Duke
1700,2122,2018,1,16.0,Lonnie Walker,SG,Miami
1701,2123,2018,1,17.0,Dzanan Musa,SF,Bosnia & Herz
1702,2124,2018,1,18.0,Hamidou Diallo,SG,Kentucky
1703,2125,2018,1,19.0,Khyri Thomas,PG/SG,Creighton
1704,2126,2018,1,20.0,Mitchell Robinson,C,USA
1705,2127,2018,1,21.0,Trevon Duval,PG,Duke
1706,2128,2018,1,22.0,Grayson Allen,SG,Duke
1707,2129,2018,1,23.0,Chimezie Metu,PF/C,USC
1708,2130,2018,1,24.0,Landry Shamet,PG/SG,Wichita State
1709,2131,2018,1,25.0,Brandon McCoy,C,UNLV
1710,2132,2018,1,26.0,Troy Brown,PG/SG,Oregon
1711,2133,2018,1,27.0,Omer Yurtseven,C,NC State
1712,2134,2018,1,28.0,Austin Wiley,C,Auburn
1713,2135,2018,1,29.0,Tony Carr,PG,Penn State
1714,2136,2018,1,30.0,Moritz Wagner,PF,Michigan
1715,2137,2018,2,31.0,Rodions Kurucs,SF,Latvia
1716,2138,2018,2,32.0,Bruce Brown,SG,Miami
1717,2139,2018,2,33.0,Kerwin Roach,PG/SG,Texas
1718,2140,2018,2,34.0,Isaac Bonga,SF,Germany
1719,2141,2018,2,35.0,Robert Franks,SF/PF,Washington State
1720,2142,2018,2,36.0,Chandler Hutchison,SG/SF,Boise State
1721,2143,2018,2,37.0,Kenrich Williams,SF,TCU
1722,2144,2018,2,38.0,Keita Bates-Diop,SF,Ohio State
1723,2145,2018,2,39.0,Alize Johnson,PF,Missouri State
1724,2146,2018,2,40.0,Aaron Holiday,PG,UCLA
1725,2147,2018,2,41.0,Sviatoslav Mykha,SG,Kansas
1726,2148,2018,2,42.0,Jaylen Adams,PG/SG,St. Bonaventure
1727,2149,2018,2,43.0,Kevin Hervey,SF,Texas Arlington
1728,2150,2018,2,44.0,Allonzo Trier,SG,Arizona
1729,2151,2018,2,45.0,Keenan Evans,PG/SG,Texas Tech
1730,2152,2018,2,46.0,Shake Milton,PG/SG,SMU
1731,2153,2018,2,47.0,Goga Bitadze,C,Rep. of Georgia
1732,2154,2018,2,48.0,Jalen Brunson,PG,Villanova
1733,2155,2018,2,49.0,Thomas Wilder,PG,Western Michigan
1734,2156,2018,2,50.0,Rawle Alkins,SG,Arizona
1735,2157,2018,2,51.0,Jalen Hudson,SG,Florida
1736,2158,2018,2,52.0,Devonte Graham,PG,Kansas
1737,2159,2018,2,53.0,Arnoldas Kulboka,SF,Lithuania
1738,2160,2018,2,54.0,Melvin Frazier,SG/SF,Tulane
1739,2161,2018,2,55.0,Joel Berry,PG,North Carolina
1740,2162,2018,2,56.0,Jacob Evans,SF,Cincinnati
1741,2163,2018,2,57.0,Jevon Carter,PG,West Virginia
1742,2164,2018,2,58.0,Borisa Simanic,SF/PF,Serbia
1743,2165,2018,2,59.0,Bonzie Colson,SF/PF,Notre Dame
1744,2166,2018,2,60.0,Kendall Stephens,SG/SF,Nevada
